Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y, Autosomal)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
2p25.3	2:3531813-3558333	RNASEH1, PEOB2	Ribonuclease H1	604123	RNASEH1	246243	ENSG00000171865,ENST00000315212;;;ENST00000315212	pseudogenes on chr. 17 and chr.1	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2	616479	AR	3	Rnaseh1
2p25.3	2:3575260-3580920	RPS7, DBA8	Ribosomal protein S7	603658	RPS7	6201	ENSG00000171863,ENST00000645674;;;ENST00000645674		Diamond-Blackfan anemia 8	612563	AD	3	Rps7
2p25.3	2:3595112-3644644	COLEC11, CLK1, 3MC2	Collectin 11	612502	COLEC11	78989	ENSG00000118004,ENST00000349077;;;ENST00000349077		3MC syndrome 2	265050	AR	3	Colec11
2p25.2	2:5692384-5701385	SOX11, MRD27, IDDMOH	SRY-box 11	600898	SOX11	6664	ENSG00000176887,ENST00000322002;;;ENST00000322002		Intellectual developmental disorder with microcephaly and with or without ocular malformations or hypogonadotropic hypogonadism	615866	AD	3	Sox11
2p25.2	2:6840553-6866635	CMPK2, IBGC10	Cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial	611787	CMPK2	129607	ENSG00000134326,ENST00000256722;;;ENST00000256722		Basal ganglia calcification, idiopathic, 10, autosomal recessive	621018	AR	3	Cmpk2
2p25.1-p24.3	2:6900001-16500000	DFNB47	Deafness, neurosensory, autosomal recessive 47	609946		449489		max lod at D2S1400 and D2S262	Deafness, neurosensory, autosomal recessive 47	609946	AR	2	
2p25.1	2:8721081-8837613	KIDINS220, ARMS, SINO, VENARG	Kinase D-interacting substrate, 220kD	615759	KIDINS220	57498	ENSG00000134313,ENST00000256707;;;ENST00000256707		Spastic paraplegia, intellectual disability, nystagmus, and obesity	617296	AD	3	Kidins220
2p25.1	2:8721081-8837613	KIDINS220, ARMS, SINO, VENARG	Kinase D-interacting substrate, 220kD	615759	KIDINS220	57498	ENSG00000134313,ENST00000256707;;;ENST00000256707		Ventriculomegaly and arthrogryposis	619501	AR	3	Kidins220
2p25.1	2:9423654-9473101	CPSF3, CPSF73, NEDMHSN	Cleavage and polyadenylation specificity factor 3	606029	CPSF3	51692	ENSG00000119203,ENST00000238112;;;ENST00000238112		Neurodevelopmental disorder with microcephaly, hypotonia, nystagmus, and seizures	619876	AR	3	Cpsf3
2p25.1	2:9488486-9555830	ADAM17, TACE, NISBD1	ADAM metallopeptidase domain 17	603639	ADAM17	6868	ENSG00000151694,ENST00000310823;;;ENST00000310823	mutation identified in 1 NISBD1 family	?Inflammatory skin and bowel disease, neonatal, 1	614328	AR	3	Adam17
