Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y, Autosomal)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
2q14.2	2:119544449-119660323	CFAP221, PCDP1, CILD55	Cilia- and flagella-associated protein 221	618704	CFAP221	200373	ENSG00000163075,ENST00000413369;;;ENST00000413369		Ciliary dyskinesia, primary, 55	279000	AR	3	Cfap221
2q14.2	2:120735868-120992653	GLI2, HPE9, CJS	GLI-Kruppel family member GLI2 (oncogene GLI2)	165230	GLI2	2736	ENSG00000074047,ENST00000361492;;;ENST00000361492		Culler-Jones syndrome	615849	AD	3	Gli2
2q14.2	2:120735868-120992653	GLI2, HPE9, CJS	GLI-Kruppel family member GLI2 (oncogene GLI2)	165230	GLI2	2736	ENSG00000074047,ENST00000361492;;;ENST00000361492		Holoprosencephaly 9	610829	AD	3	Gli2
2q14.2	2:121530880-121531009	RNU4ATAC, U4ATAC, MOPD1, TALS, RFMN, LWS	RNA, U4ATAC small nuclear	601428	RNU4ATAC	100151683	ENSG00000264229,ENST00000580972;;;ENST00000580972		Lowry-Wood syndrome	226960	AR	3	
2q14.2	2:121530880-121531009	RNU4ATAC, U4ATAC, MOPD1, TALS, RFMN, LWS	RNA, U4ATAC small nuclear	601428	RNU4ATAC	100151683	ENSG00000264229,ENST00000580972;;;ENST00000580972		Microcephalic osteodysplastic primordial dwarfism, type I	210710	AR	3	
2q14.2	2:121530880-121531009	RNU4ATAC, U4ATAC, MOPD1, TALS, RFMN, LWS	RNA, U4ATAC small nuclear	601428	RNU4ATAC	100151683	ENSG00000264229,ENST00000580972;;;ENST00000580972		Roifman syndrome	616651	AR	3	
2q14.3-q21.3	2:121600001-136100000	DYT21	Dystonia 21	614588		100885773			Dystonia 21	614588	AD	2	
2q14.3	2:126656158-126696667	GYPC, GE, GPC	Glycophorin C	110750	GYPC	2995	ENSG00000136732,ENST00000259254;;;ENST00000259254		[Blood group, Gerbich]	616089		3	Gypc
2q14.3	2:126656158-126696667	GYPC, GE, GPC	Glycophorin C	110750	GYPC	2995	ENSG00000136732,ENST00000259254;;;ENST00000259254		{Malaria, resistance to}	611162		3	Gypc
2q14.3	2:127048023-127107154	BIN1, AMPHL, CNM2	Box-dependent MYC-interacting protein-1 (amphiphysin-like)	601248	BIN1	274	ENSG00000136717,ENST00000316724;;;ENST00000316724		Centronuclear myopathy 2	255200	AR	3	Bin1
2q14.3	2:127257290-127294144	ERCC3, XPB, TTD2	ERCC excision repair 3, TFIIH core complex helicase subunit	133510	ERCC3	2071	ENSG00000163161,ENST00000285398;;;ENST00000285398		Trichothiodystrophy 2, photosensitive	616390	AR	3	Ercc3
2q14.3	2:127257290-127294144	ERCC3, XPB, TTD2	ERCC excision repair 3, TFIIH core complex helicase subunit	133510	ERCC3	2071	ENSG00000163161,ENST00000285398;;;ENST00000285398		Xeroderma pigmentosum, group B	610651	AR	3	Ercc3
2q14.3	2:127418427-127429242	PROC, PC, THPH3, THPH4	Protein C (inactivator of coagulation factors Va and VIIIa)	612283	PROC	5624	ENSG00000115718,ENST00000234071;;;ENST00000234071		Thrombophilia 3 due to protein C deficiency, autosomal dominant	176860	AD	3	Proc
2q14.3	2:127418427-127429242	PROC, PC, THPH3, THPH4	Protein C (inactivator of coagulation factors Va and VIIIa)	612283	PROC	5624	ENSG00000115718,ENST00000234071;;;ENST00000234071		Thrombophilia 3 due to protein C deficiency, autosomal recessive	612304	AR	3	Proc
2q14.3	2:127638426-127681786	LIMS2, PINCH2, MDRCMTT	LIM zinc finger domain-containing protein 2	607908	LIMS2	55679	ENSG00000072163,ENST00000355119;;;ENST00000355119	mutation identified in 1 LGMD2W family	?Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue	616827	AR	3	Lims2
