Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y, Autosomal)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
20q12	20:41137543-41177626	PLCG1, PLC1, IDAA	Phospholipase C, gamma 1 (formerly subtype 148)	172420	PLCG1	5335	ENSG00000124181,ENST00000685551;;;ENST00000685551	mutation identified in 1 IDAA patient	?Immune dysregulation, autoimmunity, and autoinflammation	620514	AD	3	Plcg1
20q13	20:43100001-64444167	GEVQ2	Gene expression, variation in, quantitative trait locus on chromosome 20	608878		474333			{Gene expression, variation in, QTL}	608878		2	
20q13.11	20:43100001-43500000	GRD2	Graves disease, susceptibility to, 2	603388		50976			{Graves disease, susceptibility to, 2}	603388		2	
20q13	20:43100001-64444167	HPC3	Prostate cancer, hereditary, 3	608656		408259			{Prostate cancer, susceptibility to, 3}	608656		2	
20q13	20:43100001-64444167	IBD24	Inflammatory bowel disease 24	612566		100270798		associated with rs2315008 and rs4809330	{Inflammatory bowel disease 24}	612566		2	
20q13	20:43100001-64444167	PSORS12	Psoriasis susceptibility 12	612950				associated with rs495337	{Psoriasis susceptibility 12}	612950		2	
20q13	20:43100001-64444167	SLEB8	Systemic lupus erythematosus, susceptibility to, 8	610066		100188804			{Systemic lupus erythematosus, susceptibility to, 8}	610066	AD	2	
20q13.12	20:43590937-43647299	IFT52	Intraflagellar transport 52	617094	IFT52	51098	ENSG00000101052,ENST00000373030;;;ENST00000373030		Short-rib thoracic dysplasia 16 with or without polydactyly	617102	AR	3	Ift52
20q13.12	20:44106590-44187188	JPH2, JP2, CMH17, CMD2E	Junctophilin 2	605267	JPH2	57158	ENSG00000149596,ENST00000372980;;;ENST00000372980		Cardiomyopathy, dilated, 2E	619492	AR	3	Jph2
20q13.12	20:44106590-44187188	JPH2, JP2, CMH17, CMD2E	Junctophilin 2	605267	JPH2	57158	ENSG00000149596,ENST00000372980;;;ENST00000372980		Cardiomyopathy, hypertrophic, 17	613873	AD	3	Jph2
