Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
22q12.3	22:32801705-32863041	TIMP3, SFD	Tissue inhibitor of metalloproteinase-3	188826	TIMP3	7078	ENSG00000100234,ENST00000266085;;;ENST00000266085		Sorsby fundus dystrophy	136900	AD	3	Timp3
22q12.3	22:33066663-33922824	LARGE1, KIAA0609, MDC1D, MDDGA6, MDDGB6	Acetylglucosaminyltransferase-like protein	603590	LARGE1	9215	ENSG00000133424,ENST00000397394;;;ENST00000397394		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6	613154	AR	3	Large1
22q12.3	22:33066663-33922824	LARGE1, KIAA0609, MDC1D, MDDGA6, MDDGB6	Acetylglucosaminyltransferase-like protein	603590	LARGE1	9215	ENSG00000133424,ENST00000397394;;;ENST00000397394		Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 6	608840	AR	3	Large1
22q12.3	22:35299275-35347973	TOM1, IMD85	Target of MYB1 membrane trafficking protein	604700	TOM1	10043	ENSG00000100284,ENST00000449058;;;ENST00000449058	mutation identified in 1 IMD85 family	?Immunodeficiency 85 and autoimmunity	619510	AD	3	Tom1
22q12.3	22:35381096-35394207	HMOX1, HMOX1D	Heme oxygenase 1	141250	HMOX1	3162	ENSG00000100292,ENST00000216117;;;ENST00000216117		{Pulmonary disease, chronic obstructive, susceptibility to}	606963		3	Hmox1
22q12.3	22:35381096-35394207	HMOX1, HMOX1D	Heme oxygenase 1	141250	HMOX1	3162	ENSG00000100292,ENST00000216117;;;ENST00000216117		Heme oxygenase-1 deficiency	614034	AR	3	Hmox1
22q12.3	22:35400140-35455031	MCM5, CDC46, MGORS8	Minichromosome maintenance complex component 5	602696	MCM5	4174	ENSG00000100297,ENST00000216122;;;ENST00000216122	mutation identified in 1 MGORS8 patient	?Meier-Gorlin syndrome 8	617564	AR	3	Mcm5
22q12.3	22:35606764-35623354	MB, MYOSB	Myoglobin	160000	MB	4151	ENSG00000198125,ENST00000397326;;;ENST00000397326		Myopathy, sarcoplasmic body	620286	AD	3	Mb
22q12.3	22:36189128-36204833	APOL4	Apolipoprotein L4	607254	APOL4	80832	ENSG00000100336,ENST00000683024;;;ENST00000683024		{Schizophrenia}	181500	AD	1	Apol7a,Apol7b,Apol7c,Apol7e,Apol8
22q12.3	22:36226209-36239954	APOL2	Apolipoprotein L2	607252	APOL2	23780	ENSG00000128335,ENST00000358502;;;ENST00000358502		{Schizophrenia}	181500	AD	1	Apol10b,Apol11b,Apol7a,Apol7b,Apol7c,Apol7e,Apol8,Apol9a
22q12.3	22:36253133-36267525	APOL1, FSGS4	Apolipoprotein L1	603743	APOL1	8542	ENSG00000100342,ENST00000397278;;;ENST00000397278		{Glomerulosclerosis, focal segmental, 4, susceptibility to}	612551	AD	3	Apol10a,Apol10b,Apol11a,Apol11b,Apol7a,Apol7b,Apol7c,Apol7e,Apol8,Apol9a,Apol9b
22q12.3	22:36281280-36387967	MYH9, MHA, FTNS, DFNA17, BDPLT6, MATINS	Myosin, heavy polypeptide-9, nonmuscle	160775	MYH9	4627	ENSG00000100345,ENST00000216181;;;ENST00000216181		Deafness, autosomal dominant 17	603622	AD	3	Myh9
22q12.3	22:36281280-36387967	MYH9, MHA, FTNS, DFNA17, BDPLT6, MATINS	Myosin, heavy polypeptide-9, nonmuscle	160775	MYH9	4627	ENSG00000100345,ENST00000216181;;;ENST00000216181		Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	155100	AD	3	Myh9
22q12.3	22:36467046-36481640	TXN2, TRX2, MTRX, COXPD29	Thioredoxin 2	609063	TXN2	25828	ENSG00000100348,ENST00000216185;;;ENST00000216185	mutation identified in 1 COXPD29 patient	?Combined oxidative phosphorylation deficiency 29	616811	AR	3	Txn2
22q12.3	22:36560857-36703752	CACNG2, MRD10	Calcium channel, voltage-dependent, gamma-2 subunit (stargazin)	602911	CACNG2	10369	ENSG00000166862,ENST00000300105;;;ENST00000300105	mutation identified one MRD10 patient	?Intellectual developmental disorder, autosomal dominant 10	614256	AD	3	Cacng2
22q12.3	22:36758211-36776119	IFT27, RABL4, BBS19	Intraflagellar transport 27	615870	IFT27	11020	ENSG00000100360,ENST00000433985;;;ENST00000433985		Bardet-Biedl syndrome 19	615996	AR	3	Ift27
22q12.3	22:36861006-36878015	NCF4, P40PHOX, CGD3	Neutrophil cytosolic factor-4	601488	NCF4	4689	ENSG00000100365,ENST00000248899;;;ENST00000248899		Chronic granulomatous disease 3, autosomal recessive	613960	AR	3	Ncf4
22q12.3	22:36913628-36940439	CSF2RB, SMDP5	Colony-stimulating factor-2 receptor, beta, low-affinity	138981	CSF2RB	1439	ENSG00000100368,ENST00000403662;;;ENST00000403662		Surfactant metabolism dysfunction, pulmonary, 5	614370	AR	3	Csf2rb,Csf2rb2
22q12.3	22:37051742-37063390	KCTD17	Potassium channel tetramerization domain-containing protein 17	616386	KCTD17	79734	ENSG00000100379,ENST00000403888;;;ENST00000403888		Dystonia 26, myoclonic	616398	AD	3	Kctd17
22q12.3	22:37065436-37110536	TMPRSS6, IRIDA	Transmembrane protease, serine 6 (matriptase 2)	609862	TMPRSS6	164656	ENSG00000187045,ENST00000676104;;;ENST00000676104		Iron-refractory iron deficiency anemia	206200	AR	3	Tmprss6
22q12.3	22:37125838-37175118	IL2RB, IMD63	Interleukin-2 receptor, beta polypeptide	146710	IL2RB	3560	ENSG00000100385,ENST00000216223;;;ENST00000216223		Immunodeficiency 63 with lymphoproliferation and autoimmunity	618495	AR	3	Il2rb
22q13	22:37200001-50818468	DUP22q13, C22DUPq13	Chromosome 22q13 duplication syndrome	615538					Chromosome 22q13 duplication syndrome	615538	IC	4	
22q13	22:37200001-50818468	FLD1, NAFLD1	Fatty liver disease, susceptibility to, 1	613282		100380876		associated with rs738409	{Fatty liver disease, susceptibility to, 1}	613282	Mu	2	
22q13	22:37200001-50818468	MENAQ1	Menarche, age at, QTL 1	610873		100188822		max lod at UT7136	{Menarche, age at, QTL}	610873		2	
22q13	22:37200001-50818468	NRCLP4	Narcolepsy 4	612417		100216484		associated with rs5770917	{Narcolepsy 4}	612417		2	
22q13.1	22:37225270-37244269	RAC2, IMD73A, IMD73B, IMD73C	Rac family small GTPase 2	602049	RAC2	5880	ENSG00000128340,ENST00000249071;;;ENST00000249071	mutation identified in 1 IMD73C family	?Immunodeficiency 73C with defective neutrophil chemotaxis and hypogammaglobulinemia	618987	AR	3	Rac2
22q13.1	22:37225270-37244269	RAC2, IMD73A, IMD73B, IMD73C	Rac family small GTPase 2	602049	RAC2	5880	ENSG00000128340,ENST00000249071;;;ENST00000249071	mutation identified in 1 IMD73C family	Immunodeficiency 73A with defective neutrophil chemotaxix and leukocytosis	608203	AD	3	Rac2
22q13.1	22:37225270-37244269	RAC2, IMD73A, IMD73B, IMD73C	Rac family small GTPase 2	602049	RAC2	5880	ENSG00000128340,ENST00000249071;;;ENST00000249071	mutation identified in 1 IMD73C family	Immunodeficiency 73B with defective neutrophil chemotaxis and lymphopenia	618986	AD	3	Rac2
22q13.1	22:37490362-37519415	CARD10, CARMA3, BIMP1, IMD89	Caspase recruitment domain-containing protein 10	607209	CARD10	29775	ENSG00000100065,ENST00000251973;;;ENST00000251973	mutation identifed in 1 IMD89 family	?Immunodeficiency 89 and autoimmunity	619632	AR	3	Card10
22q13.1	22:37570248-37580087	LGALS2	Lectin, galactoside-binding, soluble, 2	150571	LGALS2	3957	ENSG00000100079,ENST00000215886;;;ENST00000215886		{Myocardial infarction, susceptibility to}	608446		3	Lgals2
22q13.1	22:37697048-37776556	TRIOBP, KIAA1662	Trio- and F-actin-binding protein	609761	TRIOBP	11078	ENSG00000100106,ENST00000644935;;;ENST00000644935		Deafness, autosomal recessive 28	609823	AR	3	Triobp
22q13.1	22:37972312-37984555	SOX10, WS4, WS4C, PCWH	SRY (sex-determining region Y)-box-10	602229	SOX10	6663	ENSG00000100146,ENST00000396884;;;ENST00000396884	megacolon and spotting in mice	PCWH syndrome	609136	AD	3	Sox10
22q13.1	22:37972312-37984555	SOX10, WS4, WS4C, PCWH	SRY (sex-determining region Y)-box-10	602229	SOX10	6663	ENSG00000100146,ENST00000396884;;;ENST00000396884	megacolon and spotting in mice	Waardenburg syndrome, type 2E, with or without neurologic involvement	611584	AD	3	Sox10
22q13.1	22:37972312-37984555	SOX10, WS4, WS4C, PCWH	SRY (sex-determining region Y)-box-10	602229	SOX10	6663	ENSG00000100146,ENST00000396884;;;ENST00000396884	megacolon and spotting in mice	Waardenburg syndrome, type 4C	613266	AD	3	Sox10
22q13.1	22:38111495-38181830	PLA2G6, IPLA2, INAD1, NBIA2B, NBIA2A, PARK14	Phospholipase A2, group VI	603604	PLA2G6	8398	ENSG00000184381,ENST00000332509;;;ENST00000332509		Infantile neuroaxonal dystrophy 1	256600	AR	3	Pla2g6
22q13.1	22:38111495-38181830	PLA2G6, IPLA2, INAD1, NBIA2B, NBIA2A, PARK14	Phospholipase A2, group VI	603604	PLA2G6	8398	ENSG00000184381,ENST00000332509;;;ENST00000332509		Neurodegeneration with brain iron accumulation 2B	610217	AR	3	Pla2g6
22q13.1	22:38111495-38181830	PLA2G6, IPLA2, INAD1, NBIA2B, NBIA2A, PARK14	Phospholipase A2, group VI	603604	PLA2G6	8398	ENSG00000184381,ENST00000332509;;;ENST00000332509		Parkinson disease 14, autosomal recessive	612953	AR	3	Pla2g6
22q13.1	22:38705944-38743115	GTPBP1, GP1, NEDFET1	GTP-binding protein 1	602245	GTPBP1	9567	ENSG00000100226,ENST00000216044;;;ENST00000216044		Neurodevelopmental disorder with characteristic facial and ectodermal features and tetraparesis 1	620888	AR	3	Gtpbp1
22q13.1	22:38778508-38794143	DNAL4, MRMV3	Dynein, axonemal, light chain 4	610565	DNAL4	10126	ENSG00000100246,ENST00000216068;;;ENST00000216068	mutation identified in 1 MRMV3 family	?Mirror movements 3	616059	AR	3	Dnal4
