Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y, Autosomal)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
8p12	8:33498722-33513135	TTI2, C8orf41, MRT39	TELO2-interacting protein 2	614426	TTI2	80185	ENSG00000129696,ENST00000431156;;;ENST00000431156		Intellectual developmental disorder, autosomal recessive 39	615541	AR	3	Tti2
8p11	8:36700001-45200000	SCLL	Chromosome 8p11 myeloproliferative syndrome (stem cell leukemia/lymphoma)	613523				translocation of FGFR1 (8p11) and various partners	Chromosome 8p11 myeloproliferative syndrome	613523		4	
8p11.23	8:36784374-36936125	KCNU1, SLO3, SPGF79	Potassium channel, subfamily U, member 1	615215	KCNU1	157855	ENSG00000215262,ENST00000399881;;;ENST00000399881		Spermatogenic failure 79	620196	AR	3	Kcnu1
8p11.23	8:37736634-37758422	ERLIN2, SPFH2, C8orf2, SPG18A, SPG18B	Endoplasmic reticulum lipid raft-associated protein 2	611605	ERLIN2	11160	ENSG00000147475,ENST00000519638;;;ENST00000519638		Spastic paraplegia 18A, autosomal dominant	620512	AD	3	Erlin2
8p11.23	8:37736634-37758422	ERLIN2, SPFH2, C8orf2, SPG18A, SPG18B	Endoplasmic reticulum lipid raft-associated protein 2	611605	ERLIN2	11160	ENSG00000147475,ENST00000519638;;;ENST00000519638		Spastic paraplegia 18B, autosomal recessive	611225	AR	3	Erlin2
8p11.23	8:37762546-37779768	PLPBP, PROSC, EPVB6D, EPEO1	Pyridoxal phosphate-binding protein	604436	PLPBP	11212	ENSG00000147471,ENST00000328195;;;ENST00000328195		Epilepsy, early-onset, 1, vitamin B6-dependent	617290	AR	3	Plpbp
8p11.23	8:37962990-37966599	ADRB3	Adrenergic, beta-3-, receptor	109691	ADRB3	155	ENSG00000188778,ENST00000345060;;;ENST00000345060		{Obesity, susceptibility to}	601665	AD, AR, Mu	3	Adrb3
8p11.23	8:38142700-38150952	STAR	Steroidogenic acute regulatory protein	600617	STAR	6770	ENSG00000147465,ENST00000276449;;;ENST00000276449		Lipoid adrenal hyperplasia	201710	AR	3	Star
8p11.23	8:38163321-38176730	LSM1, CASM, FICUS	LSM1 homolog, mRNA degradation-associated	607281	LSM1	27257	ENSG00000175324,ENST00000311351;;;ENST00000311351		FICUS syndrome	621193	AR	3	Lsm1
8p11.23	8:38231585-38273647	DDHD2, KIAA0725, SPG54	DDHD domain-containing protein 2	615003	DDHD2	23259	ENSG00000085788,ENST00000397166;;;ENST00000397166		Spastic paraplegia 54, autosomal recessive	615033	AR	3	Ddhd2
8p11.23	8:38411143-38468635	FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL	Fibroblast growth factor receptor-1 (fms-related tyrosine kinase-2)	136350	FGFR1	2260	ENSG00000077782,ENST00000447712;;;ENST00000447712	fused with BCR, CEP1, FOP, FIM in hematologic malignancies	Encephalocraniocutaneous lipomatosis, somatic mosaic	613001		3	Fgfr1
8p11.23	8:38411143-38468635	FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL	Fibroblast growth factor receptor-1 (fms-related tyrosine kinase-2)	136350	FGFR1	2260	ENSG00000077782,ENST00000447712;;;ENST00000447712	fused with BCR, CEP1, FOP, FIM in hematologic malignancies	Hartsfield syndrome	615465	AD	3	Fgfr1
8p11.23	8:38411143-38468635	FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL	Fibroblast growth factor receptor-1 (fms-related tyrosine kinase-2)	136350	FGFR1	2260	ENSG00000077782,ENST00000447712;;;ENST00000447712	fused with BCR, CEP1, FOP, FIM in hematologic malignancies	Hypogonadotropic hypogonadism 2 with or without anosmia	147950	AD	3	Fgfr1
8p11.23	8:38411143-38468635	FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL	Fibroblast growth factor receptor-1 (fms-related tyrosine kinase-2)	136350	FGFR1	2260	ENSG00000077782,ENST00000447712;;;ENST00000447712	fused with BCR, CEP1, FOP, FIM in hematologic malignancies	Jackson-Weiss syndrome	123150	AD	3	Fgfr1
8p11.23	8:38411143-38468635	FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL	Fibroblast growth factor receptor-1 (fms-related tyrosine kinase-2)	136350	FGFR1	2260	ENSG00000077782,ENST00000447712;;;ENST00000447712	fused with BCR, CEP1, FOP, FIM in hematologic malignancies	Osteoglophonic dysplasia	166250	AD	3	Fgfr1
8p11.23	8:38411143-38468635	FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL	Fibroblast growth factor receptor-1 (fms-related tyrosine kinase-2)	136350	FGFR1	2260	ENSG00000077782,ENST00000447712;;;ENST00000447712	fused with BCR, CEP1, FOP, FIM in hematologic malignancies	Pfeiffer syndrome	101600	AD	3	Fgfr1
8p11.23	8:38411143-38468635	FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL	Fibroblast growth factor receptor-1 (fms-related tyrosine kinase-2)	136350	FGFR1	2260	ENSG00000077782,ENST00000447712;;;ENST00000447712	fused with BCR, CEP1, FOP, FIM in hematologic malignancies	Trigonocephaly 1	190440	AD	3	Fgfr1
8p11.22	8:38996973-39105261	ADAM9, MDC9, MCMP, CORD9	ADAM metallopeptidase domain 9	602713	ADAM9	8754	ENSG00000168615,ENST00000487273;;;ENST00000487273		Cone-rod dystrophy 9	612775	AR	3	Adam9
8p11.21	8:41653225-41896741	ANK1, SPH1	Ankyrin-1, erythrocytic	612641	ANK1	286	ENSG00000029534,ENST00000289734;;;ENST00000289734		Spherocytosis, type 1	182900	AD, AR	3	Ank1
