Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y, Autosomal)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
15q24.1-q24.2	15:74890042-74902219	MPI, PMI1, CDG1B	Mannosephosphate isomerase (phosphomannose isomerase 1)	154550	MPI	4351	ENSG00000178802,ENST00000352410;;;ENST00000352410		Congenital disorder of glycosylation, type Ib	602579	AR	3	Mpi
15q24.2	15:74919791-74938073	COX5A, MC4DN20	Cytochrome C oxidase, subunit Va	603773	COX5A	9377	ENSG00000178741,ENST00000322347;;;ENST00000322347	pseudogene on 14q22	Mitochondrial complex IV deficiency, nuclear type 20	619064	AR	3	Cox5a
15q24.2	15:75355792-75368607	MAN2C1, MANA, CDDG2	Mannosidase, alpha, class 2C, member 1	154580	MAN2C1	4123	ENSG00000140400,ENST00000267978;;;ENST00000267978		Congenital disorder of deglycosylation 2	619775	AR	3	Man2c1
15q24.2	15:75369379-75455815	SIN3A, WITKOS	Sin3, yeast, homolog of, A	607776	SIN3A	25942	ENSG00000169375,ENST00000394947;;;ENST00000394947		Witteveen-Kolk syndrome	613406	AD	3	Sin3a
15q24.2	15:75598086-75626461	SNUPN, RNUT1, LGMDR29	Snurportin 1	607902	SNUPN	10073	ENSG00000169371,ENST00000308588;;;ENST00000308588		Muscular dystrophy, limb-girdle, autosomal recessive 29	620793	AR	3	Snupn
15q24.2	15:75903878-75942511	FBXO22, FBX22, TYMAS	F-box only protein 22	609096	FBXO22	26263	ENSG00000167196,ENST00000308275;;;ENST00000308275		Tayoun-Maawali syndrome	621184	AR	3	Fbxo22
15q24.2-q24.3	15:76215353-76311469	ETFA, GA2, MADD	Electron transfer flavoprotein, alpha polypeptide	608053	ETFA	2108	ENSG00000140374,ENST00000557943;;;ENST00000557943		Glutaric acidemia IIA	231680	AR	3	Etfa
15q24.3	15:76347904-76905340	SCAPER, KIAA1454, IDDRP	S-phase cyclin A-associated protein in the endoplasmic reticulum	611611	SCAPER	49855	ENSG00000140386,ENST00000563290;;;ENST00000563290		Intellectual developmental disorder and retinitis pigmentosa	618195	AR	3	Scaper
15q24.3	15:76994680-77037475	PSTPIP1, PSTPIP, CD2BP1, AICZC, PAPA	Proline-serine-threonine phosphatase-interacting protein 1	606347	PSTPIP1	9051	ENSG00000140368,ENST00000558012;;;ENST00000558012		Autoinflammatory syndrome with cytopenia, hyperzincemia, and hypercalprotectinemia	601979	AD	3	Pstpip1
15q24.3	15:76994680-77037475	PSTPIP1, PSTPIP, CD2BP1, AICZC, PAPA	Proline-serine-threonine phosphatase-interacting protein 1	606347	PSTPIP1	9051	ENSG00000140368,ENST00000558012;;;ENST00000558012		Pyogenic sterile arthritis, pyoderma gangrenosum, and acne	604416	AD	3	Pstpip1
15q24.3	15:77613027-77820900	LINGO1, LRRN6A, LERN1, MRT64	Leucine-rich repeat- and Ig domain-containing NOGO receptor-interacting protein 1	609791	LINGO1	84894	ENSG00000169783,ENST00000355300;;;ENST00000355300		Intellectual developmental disorder, autosomal recessive 64	618103	AR	3	Lingo1
15q24.3-q25.1	15:77994985-78077711	TBC1D2B, KIAA1055, NEDSGO	TBC1 domain family, member 2B	619152	TBC1D2B	23102	ENSG00000167202,ENST00000300584;;;ENST00000300584		Neurodevelopmental disorder with seizures and gingival overgrowth	619323	AR	3	Tbc1d2b
15q25	15:78000001-88500000	DEL15q25, C15DELq25	Chromosome 15q25 deletion syndrome	614294				chr15:82,889,423-83,552,890, NCBI36	Chromosome 15q25 deletion syndrome	614294	AD	4	
15q25-q26	15:78000001-101991189	DFNA30	Deafness, autosomal dominant 30	606451		23719			Deafness, autosomal dominant 30	606451	AD	2	
15q25.1-q26.1	15:78000001-93800000	POROK4, DSAP2	Porokeratosis 4, disseminated superficial actinic	607728		353147		between D15S1023 and D15S1030	Porokeratosis 4, disseminated superficial actinic	607728		2	
15q25.1	15:78104606-78131535	CIB2, KIP2	Calcium- and integrin-binding protein 2	605564	CIB2	10518	ENSG00000136425,ENST00000258930;;;ENST00000258930		Deafness, autosomal recessive 48	609439	AR	3	Cib2
15q25.1	15:78149362-78171945	IDH3A, RP90	Isocitrate dehydrogenase (NAD+) 3, catalytic, alpha subunit	601149	IDH3A	3419	ENSG00000166411,ENST00000299518;;;ENST00000299518		Retinitis pigmentosa 90	619007	AR	3	Idh3a
15q25.1	15:78437431-78501453	IREB2, NDCAMA	Iron-responsive element-binding protein-2	147582	IREB2	3658	ENSG00000136381,ENST00000258886;;;ENST00000258886		Neurodegeneration, early-onset, with choreoathetoid movements and microcytic anemia	618451	AR	3	Ireb2
15q25.1	15:78565520-78595269	CHRNA5, LNCR2	Cholinergic receptor, neuronal nicotinic, alpha polypeptide-5	118505	CHRNA5	1138	ENSG00000169684,ENST00000299565;;;ENST00000299565		{Lung cancer susceptibility 2}	612052		3	Chrna5
15q25.1	15:78565520-78595269	CHRNA5, LNCR2	Cholinergic receptor, neuronal nicotinic, alpha polypeptide-5	118505	CHRNA5	1138	ENSG00000169684,ENST00000299565;;;ENST00000299565		{Nicotine dependence, susceptibility to}	612052		3	Chrna5
