Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
5q31	5:131200001-145100000	PDB4	Paget disease of bone 4	606263		94003			Paget disease of bone 4	606263	AD	2	
5q31-q33	5:131200001-160500000	PFBI	Plasmodium falciparum blood infection levels	248310		7910			{Malaria, intensity of infection}	248310	AR	2	
5q31.1-q33.1	5:131200001-153300000	PSORS11	Psoriasis susceptibility 11	612599		100271719		associated with rs10045431	{Psoriasis susceptibility 11}	612599		2	
5q31	5:131200001-145100000	RLS8	Restless legs syndrome, susceptibility to, 8	615197		101448072			{Restless legs syndrome 8}	615197		2	
5q31-q33	5:131200001-160500000	SM1	Schistosoma mansoni infection, susceptibility/resistance to	181460		7911			{Schistosoma mansoni infection, susceptibility/resistance to}	181460	AD	2	
5q31.1	5:131641714-131797017	FNIP1, KIAA1961, IMD93	Folliculin-interacting protein 1	610594	FNIP1	96459	ENSG00000217128,ENST00000510461;;;ENST00000510461		Immunodeficiency 93 and hypertrophic cardiomyopathy	619705	AR	3	Fnip1
5q31.1	5:132190147-132227853	P4HA2, MYP25	Procollagen-proline, 2-oxoglutarate-4-dioxygenase, alpha subunit, isoform 2	600608	P4HA2	8974	ENSG00000072682,ENST00000360568;;;ENST00000360568		Myopia 25, autosomal dominant	617238	AD	3	P4ha2
5q31.1	5:132257696-132273454	RIL	LIM domain protein ril	603422	PDLIM4	8572	ENSG00000131435,ENST00000253754;;;ENST00000253754		{Osteoporosis, susceptibility to}	166710	AD	3	Pdlim4
5q31.1	5:132294394-132344190	SLC22A4, OCTN1	Solute carrier family 22 (organic cation transporter), member 4	604190	SLC22A4	6583	ENSG00000197208,ENST00000200652;;;ENST00000200652		{Rheumatoid arthritis, susceptibility to}	180300		3	Slc22a4
5q31.1	5:132369710-132395612	SLC22A5, OCTN2, CDSP, SCD	Solute carrier, family 22 (organic cation transporter), member 5	603377	SLC22A5	6584	ENSG00000197375,ENST00000245407;;;ENST00000245407		Carnitine deficiency, systemic primary	212140	AR	3	Slc22a21,Slc22a5
