Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y, Autosomal)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
3p12.2	3:81489703-81761645	GBE1, GSD4, APBD	Glycogen branching enzyme	607839	GBE1	2632	ENSG00000114480,ENST00000429644;;;ENST00000429644		Glycogen storage disease IV	232500	AR	3	Gbe1
3p12.2	3:81489703-81761645	GBE1, GSD4, APBD	Glycogen branching enzyme	607839	GBE1	2632	ENSG00000114480,ENST00000429644;;;ENST00000429644		Polyglucosan body disease, adult form	263570	AR	3	Gbe1
3p11.2	3:87227309-87255556	CHMP2B, DMT1, VPS2B, FTDALS7	Charged multivesicular body protein 2B	609512	CHMP2B	25978	ENSG00000083937,ENST00000263780;;;ENST00000263780		Frontotemporal dementia and/or amyotrophic lateral sclerosis 7	600795	AD	3	Chmp2b
3p11.2	3:87259404-87276584	POU1F1, PIT1, CPHD1	POU domain, class 1, transcription factor 1 (Pit1, growth hormone factor 1)	173110	POU1F1	5449	ENSG00000064835,ENST00000350375;;;ENST00000350375		Pituitary hormone deficiency, combined or isolated, 1	613038	AD, AR	3	Pou1f1
3q11.1	3:93873051-93973896	PROS1, THPH5, THPH6	Protein S, alpha	176880	PROS1	5627	ENSG00000184500,ENST00000394236;;;ENST00000394236	pseudogene PROSP contiguous on chr.3	Thrombophilia 5 due to protein S deficiency, autosomal dominant	612336	AD	3	Pros1
3q11.1	3:93873051-93973896	PROS1, THPH5, THPH6	Protein S, alpha	176880	PROS1	5627	ENSG00000184500,ENST00000394236;;;ENST00000394236	pseudogene PROSP contiguous on chr.3	Thrombophilia 5 due to protein S deficiency, autosomal recessive	614514	AR	3	Pros1
3q11.1-q11.2	3:93980155-94055678	ARL13B, ARL2L1, JBTS8	ADP ribosylation factor-like GTPase 13B	608922	ARL13B	200894	ENSG00000169379,ENST00000394222;;;ENST00000394222		Joubert syndrome 8	612291	AR	3	Arl13b
3q11.2-q13.12	3:94000001-108200000	CAMPD1	Camptodactyly 1	114200		100381210		between D3S2465 and D3S3044	Camptodactyly 1	114200	AD	2	
3q11.2	3:94063061-94131832	NSUN3, COXPD48	NOP2/SUN RNA methyltransferase family, member 3	617491	NSUN3	63899	ENSG00000178694,ENST00000314622;;;ENST00000314622		Combined oxidative phosphorylation deficiency 48	619012	AR	3	Nsun3
3q11.2	3:97764521-97801242	ARL6, BBS3, RP55	ADP ribosylation factor-like GTPase 6	608845	ARL6	84100	ENSG00000113966,ENST00000463745;;;ENST00000463745		{Bardet-Biedl syndrome 1, modifier of}	209900	AR, DR	3	Arl6
