Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
17p13.1	17:8377516-8383193	RPL26, DBA11	Ribosomal protein L26	603704	RPL26	6154	ENSG00000161970,ENST00000648839;;;ENST00000648839	mutation identified in 1 family	?Diamond-Blackfan anemia 11	614900	AD	3	Rpl26
17p13.1	17:8878916-8965707	PIK3R5, p101	Phosphatidylinositol 3-kinase, regulatory subunit 5	611317	PIK3R5	23533	ENSG00000141506,ENST00000447110;;;ENST00000447110		Ataxia-oculomotor apraxia 3	615217	AR	3	Pik3r5
17p13.1	17:9003087-9244000	NTN1, NTN1L, MRMV4	Netrin 1, mouse, homolog of	601614	NTN1	9423	ENSG00000065320,ENST00000173229;;;ENST00000173229		Mirror movements 4	618264	AD	3	Ntn1
17p13.1	17:9576642-9645554	CFAP52, WDR16, WDRPUH, HTX10	Cilia- and flagella-associated protein 52	609804	CFAP52	146845	ENSG00000166596,ENST00000352665;;;ENST00000352665		Heterotaxy, visceral, 10, autosomal, with male infertility	619607	AR	3	Cfap52
17p13.1	17:10390322-10421950	MYH8, DA7	Myosin, heavy polypeptide-8, skeletal muscle, perinatal	160741	MYH8	4626	ENSG00000133020,ENST00000403437;;;ENST00000403437		Carney complex variant	608837		3	Myh8
17p13.1	17:10390322-10421950	MYH8, DA7	Myosin, heavy polypeptide-8, skeletal muscle, perinatal	160741	MYH8	4626	ENSG00000133020,ENST00000403437;;;ENST00000403437		Trismus-pseudocamptodactyly syndrome	158300	AD	3	Myh8
17p13.1	17:10521148-10549658	MYH2, CMYO6	Myosin, heavy polypeptide-2, skeletal muscle, adult	160740	MYH2	4620	ENSG00000125414,ENST00000245503;;;ENST00000245503		Congenital myopathy 6 with ophthalmoplegia	605637	AD, AR	3	Myh2
17p13.1	17:10628532-10678417	MYH3, DA2A, DA2B3, DA8, CPSFS1A, CPSFS1B	Myosin, heavy polypeptide-3, skeletal muscle, embryonic	160720	MYH3	4621	ENSG00000109063,ENST00000583535;;;ENST00000583535		Arthrogryposis, distal, type 2A (Freeman-Sheldon)	193700	AD	3	Myh3
17p13.1	17:10628532-10678417	MYH3, DA2A, DA2B3, DA8, CPSFS1A, CPSFS1B	Myosin, heavy polypeptide-3, skeletal muscle, embryonic	160720	MYH3	4621	ENSG00000109063,ENST00000583535;;;ENST00000583535		Arthrogryposis, distal, type 2B3 (Sheldon-Hall)	618436	AD	3	Myh3
17p13.1	17:10628532-10678417	MYH3, DA2A, DA2B3, DA8, CPSFS1A, CPSFS1B	Myosin, heavy polypeptide-3, skeletal muscle, embryonic	160720	MYH3	4621	ENSG00000109063,ENST00000583535;;;ENST00000583535		Contractures, pterygia, and spondylocarpostarsal fusion syndrome 1A	178110	AD	3	Myh3
17p13.1	17:10628532-10678417	MYH3, DA2A, DA2B3, DA8, CPSFS1A, CPSFS1B	Myosin, heavy polypeptide-3, skeletal muscle, embryonic	160720	MYH3	4621	ENSG00000109063,ENST00000583535;;;ENST00000583535		Contractures, pterygia, and spondylocarpotarsal fusion syndrome 1B	618469	AR	3	Myh3
17p13.1	17:10672474-10697533	SCO1, SCOD1, MC4DN4	SCO cytochrome c oxidase assembly protein 1	603644	SCO1	6341	ENSG00000133028,ENST00000255390;;;ENST00000255390		Mitochondrial complex IV deficiency, nuclear type 4	619048	AR	3	Sco1
17p12	17:10800001-16100000	AOMS2	Abdominal obesity-metabolic syndrome QTL2	605572		65077		second QTL on 3q27	Abdominal obesity-metabolic syndrome	605572	AD	2	
17p12-q11.2	17:10800001-33500000	DFNB85	Deafness, autosomal recessive 85	613392		100359399		between rs230884 and rs12603885	Deafness, autosomal recessive 85	613392	AR	2	
17p12-q21.2	17:10800001-42800000	ECTD6	Ectodermal dysplasia 6, hair/nail type	614928		101101770		between D17S839 and D17S1299	Ectodermal dysplasia 6, hair/nail type	614928	AR	2	
17p12-p11.2	17:10800001-22700000	YUHAL	Yuan-Harel-Lupski syndrome	616652				contiguous gene duplication syndrome	Yuan-Harel-Lupski syndrome	616652	AD	4	
17p12	17:11598470-11969748	DNAH9, DNAH17L, DNEL1, CILD40	Dynein, axonemal, heavy chain 9	603330	DNAH9	1770	ENSG00000007174,ENST00000262442;;;ENST00000262442		Ciliary dyskinesia, primary, 40	618300	AR	3	Dnah9
17p12	17:12665890-12768949	MYOCD, MGBL	Myocardin	606127	MYOCD	93649	ENSG00000141052,ENST00000425538;;;ENST00000425538		Megabladder, congenital	618719	AD	3	Myocd
17p12	17:12991612-13018027	ELAC2, HPC2, COXPD17	elaC ribonuclease Z 2	605367	ELAC2	60528	ENSG00000006744,ENST00000338034;;;ENST00000338034	at ~365cR	{Prostate cancer, hereditary, 2, susceptibility to}	614731		3	Elac2
17p12	17:12991612-13018027	ELAC2, HPC2, COXPD17	elaC ribonuclease Z 2	605367	ELAC2	60528	ENSG00000006744,ENST00000338034;;;ENST00000338034	at ~365cR	Combined oxidative phosphorylation deficiency 17	615440	AR	3	Elac2
17p12	17:14069504-14208677	COX10, MC4DN3	Cytochrome c oxidase, subunit X	602125	COX10	1352	ENSG00000006695,ENST00000261643;;;ENST00000261643		Mitochondrial complex IV deficiency, nuclear type 3	619046	AR	3	Cox10
17p12	17:15229779-15265326	PMP22, CMT1A, CMT1E, DSS, CIDP	Peripheral myelin protein-22	601097	PMP22	5376	ENSG00000109099,ENST00000312280;;;ENST00000312280	mutation identified in 1 CIDP family	?Neuropathy, inflammatory demyelinating	139393	?AD	3	Pmp22
17p12	17:15229779-15265326	PMP22, CMT1A, CMT1E, DSS, CIDP	Peripheral myelin protein-22	601097	PMP22	5376	ENSG00000109099,ENST00000312280;;;ENST00000312280	mutation identified in 1 CIDP family	Charcot-Marie-Tooth disease, type 1A	118220	AD	3	Pmp22
17p12	17:15229779-15265326	PMP22, CMT1A, CMT1E, DSS, CIDP	Peripheral myelin protein-22	601097	PMP22	5376	ENSG00000109099,ENST00000312280;;;ENST00000312280	mutation identified in 1 CIDP family	Charcot-Marie-Tooth disease, type 1E	118300	AD	3	Pmp22
17p12	17:15229779-15265326	PMP22, CMT1A, CMT1E, DSS, CIDP	Peripheral myelin protein-22	601097	PMP22	5376	ENSG00000109099,ENST00000312280;;;ENST00000312280	mutation identified in 1 CIDP family	Dejerine-Sottas disease	145900	AD, AR	3	Pmp22
17p12	17:15229779-15265326	PMP22, CMT1A, CMT1E, DSS, CIDP	Peripheral myelin protein-22	601097	PMP22	5376	ENSG00000109099,ENST00000312280;;;ENST00000312280	mutation identified in 1 CIDP family	Neuropathy, recurrent, with pressure palsies	162500	AD	3	Pmp22
17p12	17:15229779-15265326	PMP22, CMT1A, CMT1E, DSS, CIDP	Peripheral myelin protein-22	601097	PMP22	5376	ENSG00000109099,ENST00000312280;;;ENST00000312280	mutation identified in 1 CIDP family	Roussy-Levy syndrome	180800	AD	3	Pmp22
17p12	17:15303812-15343671	TEKT3, SPGF81	Tektin 3	612683	TEKT3	64518	ENSG00000125409,ENST00000395930;;;ENST00000395930		Spermatogenic failure 81	620277	AR	3	Tekt3
17p12	17:15976560-15999704	ZSWIM7, SWS1, SPGF71, ODG10	Zinc finger SWIM domain-containing protein 7	614535	ZSWIM7	125150	ENSG00000214941,ENST00000399277;;;ENST00000399277	mutation identified in 1 ODG10 family	?Ovarian dysgenesis 10	619834	AR	3	Zswim7
17p12	17:15976560-15999704	ZSWIM7, SWS1, SPGF71, ODG10	Zinc finger SWIM domain-containing protein 7	614535	ZSWIM7	125150	ENSG00000214941,ENST00000399277;;;ENST00000399277	mutation identified in 1 ODG10 family	Spermatogenic failure 71	619831	AR	3	Zswim7
17p12	17:15999824-16045015	TTC19, MC3DN2	Tetratricopeptide repeat domain 19	613814	TTC19	54902	ENSG00000011295,ENST00000261647;;;ENST00000261647		Mitochondrial complex III deficiency, nuclear type 2	615157	AR	3	Ttc19
17p11	17:16100001-25100000	ADHD2	Attention deficit-hyperactivity disorder, susceptibility to, 2	608904		450088			{Attention deficit-hyperactivity disorder, susceptibility to, 2}	608904		2	
17p11.2	17:16100001-22700000	IS2, AIS2	Scoliosis, idiopathic 2	607354		282552		between D17S947 and D17S798	Scoliosis, idiopathic 2	607354		2	
17p11.2	17:16100001-22700000	PTLS	Potocki-Lupski syndrome	610883				contiguous gene syndrome	Potocki-Lupski syndrome	610883	IC	4	
17p11.2	17:16217210-16326411	PIGL, CHIME	Phosphatidylinositol glycan, class L	605947	PIGL	9487	ENSG00000108474,ENST00000225609;;;ENST00000225609		CHIME syndrome	280000	AR	3	Pigl
17p11.2	17:16939081-16972118	TNFRSF13B, TACI, CVID2	Tumor necrosis factor receptor superfamily, member 13B	604907	TNFRSF13B	23495	ENSG00000240505,ENST00000261652;;;ENST00000261652		Immunodeficiency, common variable, 2	240500	AD, AR	3	Tnfrsf13b
17p11.2	17:16939081-16972118	TNFRSF13B, TACI, CVID2	Tumor necrosis factor receptor superfamily, member 13B	604907	TNFRSF13B	23495	ENSG00000240505,ENST00000261652;;;ENST00000261652		Immunoglobulin A deficiency 2	609529		3	Tnfrsf13b
17p11.2	17:17212212-17237330	FLCN, BHD	Folliculin	607273	FLCN	201163	ENSG00000154803,ENST00000285071;;;ENST00000285071		Birt-Hogg-Dube syndrome	135150	AD	3	Flcn
