Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
4q31.3	4:151670504-151761007	GATB, PET112, COXPD41	Glutamyl-tRNA amidotransferase, subunit B	603645	GATB	5188	ENSG00000059691,ENST00000263985;;;ENST00000263985	mutation identified in 1 COXPD41 family	?Combined oxidative phosphorylation deficiency 41	618838	AR	3	Gatb
4q31.3	4:152320544-152536092	FBXW7, AGO, CDC4, DEDHIL	F-box and WD40 domain protein 7	606278	FBXW7	55294	ENSG00000109670,ENST00000281708;;;ENST00000281708		Developmental delay, hypotonia, and impaired language	620012	AD	3	Fbxw7
4q31.3	4:153152163-153339317	TRIM2, KIAA0517, CMT2R	Tripartite motif-containing protein 2	614141	TRIM2	23321	ENSG00000109654,ENST00000338700;;;ENST00000338700		Charcot-Marie-Tooth disease, type 2R	615490	AR	3	Trim2
4q31.3	4:153684280-153710637	TLR2, TIL4	Toll-like receptor-2	603028	TLR2	7097	ENSG00000137462,ENST00000642700;;;ENST00000642700		{Colorectal cancer, susceptibility to}	114500	AD, SMu	3	Tlr2
4q31.3	4:153684280-153710637	TLR2, TIL4	Toll-like receptor-2	603028	TLR2	7097	ENSG00000137462,ENST00000642700;;;ENST00000642700		{Leprosy, susceptibility to}	246300	AD	3	Tlr2
4q31.3	4:153684280-153710637	TLR2, TIL4	Toll-like receptor-2	603028	TLR2	7097	ENSG00000137462,ENST00000642700;;;ENST00000642700		{Mycobacterium tuberculosis, susceptibility to}	607948		3	Tlr2
4q31.3	4:154562980-154572807	FGB	Fibrinogen, beta polypeptide	134830	FGB	2244	ENSG00000171564,ENST00000302068;;;ENST00000302068	4q31 by A; proximal to GYPB/GYPA	Afibrinogenemia, congenital	202400	AR	3	Fgb
4q31.3	4:154562980-154572807	FGB	Fibrinogen, beta polypeptide	134830	FGB	2244	ENSG00000171564,ENST00000302068;;;ENST00000302068	4q31 by A; proximal to GYPB/GYPA	Dysfibrinogenemia, congenital	616004	AD	3	Fgb
4q31.3	4:154562980-154572807	FGB	Fibrinogen, beta polypeptide	134830	FGB	2244	ENSG00000171564,ENST00000302068;;;ENST00000302068	4q31 by A; proximal to GYPB/GYPA	Hypofibrinogenemia, congenital	202400	AR	3	Fgb
4q31.3	4:154583126-154590742	FGA, AMYLD2	Fibrinogen, alpha chain	134820	FGA	2243	ENSG00000171560,ENST00000403106;;;ENST00000403106		Afibrinogenemia, congenital	202400	AR	3	Fga
4q31.3	4:154583126-154590742	FGA, AMYLD2	Fibrinogen, alpha chain	134820	FGA	2243	ENSG00000171560,ENST00000403106;;;ENST00000403106		Amyloidosis, hereditary systemic 2	105200	AD	3	Fga
4q31.3	4:154583126-154590742	FGA, AMYLD2	Fibrinogen, alpha chain	134820	FGA	2243	ENSG00000171560,ENST00000403106;;;ENST00000403106		Dysfibrinogenemia, congenital	616004	AD	3	Fga
4q31.3	4:154583126-154590742	FGA, AMYLD2	Fibrinogen, alpha chain	134820	FGA	2243	ENSG00000171560,ENST00000403106;;;ENST00000403106		Hypodysfibrinogenemia, congenital	616004	AD	3	Fga
4q32-q34	4:154600001-182300000	RP29	Retinitis pigmentosa 29	612165		54110		maximum lod at D4S415	Retinitis pigmentosa 29	612165	AR	2	
4q32.1-q32.2	4:154600001-163600000	TRIP4q32.1q32.2, C4TRIPq32.1q32.2	Chromosome 4q32.1-q32.2 triplication syndrome	613603					Chromosome 4q32.1-q32.2 triplication syndrome	613603	AD	4	
4q32.1	4:154604136-154612656	FGG	Fibrinogen, gamma polypeptide	134850	FGG	2266	ENSG00000171557,ENST00000336098;;;ENST00000336098	linked to MN	Afibrinogenemia, congenital	202400	AR	3	Fgg
4q32.1	4:154604136-154612656	FGG	Fibrinogen, gamma polypeptide	134850	FGG	2266	ENSG00000171557,ENST00000336098;;;ENST00000336098	linked to MN	Dysfibrinogenemia, congenital	616004	AD	3	Fgg
4q32.1	4:154604136-154612656	FGG	Fibrinogen, gamma polypeptide	134850	FGG	2266	ENSG00000171557,ENST00000336098;;;ENST00000336098	linked to MN	Hypodysfibrinogenemia	616004	AD	3	Fgg
4q32.1	4:154604136-154612656	FGG	Fibrinogen, gamma polypeptide	134850	FGG	2266	ENSG00000171557,ENST00000336098;;;ENST00000336098	linked to MN	Hypofibrinogenemia, congenital	202400	AR	3	Fgg
4q32.1	4:154740838-154753120	LRAT, LCA14	Lecithin retinol acyltransferase	604863	LRAT	9227	ENSG00000121207,ENST00000336356;;;ENST00000336356		Leber congenital amaurosis 14	613341	AR	3	Lrat
4q32.1	4:154740838-154753120	LRAT, LCA14	Lecithin retinol acyltransferase	604863	LRAT	9227	ENSG00000121207,ENST00000336356;;;ENST00000336356		Retinal dystrophy, early-onset severe	613341	AR	3	Lrat
4q32.1	4:154740838-154753120	LRAT, LCA14	Lecithin retinol acyltransferase	604863	LRAT	9227	ENSG00000121207,ENST00000336356;;;ENST00000336356		Retinitis pigmentosa, juvenile	613341	AR	3	Lrat
4q32.1	4:155666848-155737059	GUCY1A1, GUCY1A3, GUC1A3, GUCSA3, MYMY6	Guanylate cyclase 1, soluble, alpha 1	139396	GUCY1A1	2982	ENSG00000164116,ENST00000506455;;;ENST00000506455		Moyamoya 6 with achalasia	615750	AR	3	Gucy1a1
