Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
10q25.1	10:104129888-104232364	CFAP43, WDR96, C10orf79, SPGF19, HYDNP1	Cilia- and flagella-associated protein 43	617558	CFAP43	80217	ENSG00000197748,ENST00000357060;;;ENST00000357060	mutation identified in 1 HYDNP1 family	Hydrocephalus, normal pressure, 1	236690	AD	3	Cfap43
10q25.1	10:104129888-104232364	CFAP43, WDR96, C10orf79, SPGF19, HYDNP1	Cilia- and flagella-associated protein 43	617558	CFAP43	80217	ENSG00000197748,ENST00000357060;;;ENST00000357060	mutation identified in 1 HYDNP1 family	Spermatogenic failure 19	617592	AR	3	Cfap43
10q25.1	10:104338520-104455102	CFAP58, SPGF49	Cilia- and flagella-associated protein 58	619129	CFAP58	159686	ENSG00000120051,ENST00000369704;;;ENST00000369704		Spermatogenic failure 49	619144	AR	3	Cfap58
10q25.1-q25.2	10:109996373-110135565	ADD3, ADDL, CPSQ3	Adducin-3, gamma	601568	ADD3	120	ENSG00000148700,ENST00000356080;;;ENST00000356080	fusion with NUP98 in T-ALL	Cerebral palsy, spastic quadriplegic, 3	617008	AR	3	Add3
10q25.2	10:110207605-110287365	MXI1	MAX-interacting protein 1	600020	MXI1	4601	ENSG00000119950,ENST00000332674;;;ENST00000332674		Neurofibrosarcoma, somatic			3	Mxi1
10q25.2	10:110207605-110287365	MXI1	MAX-interacting protein 1	600020	MXI1	4601	ENSG00000119950,ENST00000332674;;;ENST00000332674		Prostate cancer, somatic	176807		3	Mxi1
10q25.2	10:110567695-110606048	SMC3, CSPG6, HCAP, BAM, CDLS3	Structural maintenance of chromosomes 3	606062	SMC3	9126	ENSG00000108055,ENST00000361804;;;ENST00000361804		Cornelia de Lange syndrome 3	610759	AD	3	Smc3
10q25.2	10:110643245-110839468	RBM20	RNA-binding motif protein 20	613171	RBM20	282996	ENSG00000203867,ENST00000369519;;;ENST00000369519		Cardiomyopathy, dilated, 1DD	613172	AD	3	Rbm20
10q25.2	10:110898730-110919366	BBIP1, NCRNA00081, BBIP10, BBS18	BBSome interacting protein 1	613605	BBIP1	92482	ENSG00000214413,ENST00000448814;;;ENST00000448814		Bardet-Biedl syndrome 18	615995	AR	3	Bbip1
10q25.2	10:110919370-111013665	SHOC2, SIAA0862, SOC2, SUR8, NSLH1	SHOC2 leucine-rich repeat scaffold protein	602775	SHOC2	8036	ENSG00000108061,ENST00000369452;;;ENST00000369452		Noonan syndrome-like with loose anagen hair 1	607721	AD	3	Shoc2
10q25.2	10:111077029-111080907	ADRA2A, ADRA2R, FPLD8	Adrenergic, alpha-2A-, receptor	104210	ADRA2A	150	ENSG00000150594,ENST00000280155;;;ENST00000280155	mutation identified in 1 FPLD8 family	?Lipodystrophy, familial partial, type 8	620679	AD	3	Adra2a
