Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
16q11.2	16:46689659-46698394	ORC6, ORC6L	Origin recognition complex, subunit 6	607213	ORC6	23594	ENSG00000091651,ENST00000219097;;;ENST00000219097		Meier-Gorlin syndrome 3	613803	AR	3	Orc6
16q11.2	16:46884362-46931289	GPT2, ALT2, NEDSPM	Glutamate pyruvate transaminase 2	138210	GPT2	84706	ENSG00000166123,ENST00000340124;;;ENST00000340124		Neurodevelopmental disorder with microcephaly and spastic paraplegia	616281	AR	3	Gpt2
16q12	16:47000001-56000000	C16DUPq12, DUP16q12	Chromosome 16q12 duplication syndrome	619649					Chromosome 16q12 duplication syndrome	619649	AD	4	
16q12.1	16:47000001-52600000	STHAG2, HYD2	Tooth agenesis, selective, 2	602639		8137			Tooth agenesis, selective, 2	602639		2	
16q12.1-q23.1	16:47000001-79200000	STUT4	Stuttering, familial persistent, 4	614668		100909385		max lod at D16S3043	Stuttering, familial persistent, 4	614668		2	
16q12.1	16:47461299-47701523	PHKB	Phosphorylase kinase, beta polypeptide	172490	PHKB	5257	ENSG00000102893,ENST00000323584;;;ENST00000323584		Phosphorylase kinase deficiency of liver and muscle, autosomal recessive	261750	AR	3	Phkb
16q12.1	16:48164819-48247539	ABCC11, MRP8, EWWD, WW	ATP-binding cassette, subfamily C, member 11	607040	ABCC11	85320	ENSG00000121270,ENST00000356608;;;ENST00000356608		[Axillary odor, variation in]	117800	AD	3	
16q12.1	16:48164819-48247539	ABCC11, MRP8, EWWD, WW	ATP-binding cassette, subfamily C, member 11	607040	ABCC11	85320	ENSG00000121270,ENST00000356608;;;ENST00000356608		[Colostrum secretion, variation in]	117800	AD	3	
16q12.1	16:48164819-48247539	ABCC11, MRP8, EWWD, WW	ATP-binding cassette, subfamily C, member 11	607040	ABCC11	85320	ENSG00000121270,ENST00000356608;;;ENST00000356608		[Earwax, wet/dry]	117800	AD	3	
16q12.1	16:48360531-48387246	SIAH1, BURHAS	Seven in absentia, Drosophila, homolog of, 1	602212	SIAH1	6477	ENSG00000196470,ENST00000394725;;;ENST00000394725		Buratti-Harel syndrome	619314	AD	3	Siah1a,Siah1b
