Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
11q24.2	11:124883691-124897865	ROBO4, AOVD3	Roundabout guidance receptor 4	607528	ROBO4	54538	ENSG00000154133,ENST00000306534;;;ENST00000306534		Aortic valve disease 3	618496	AD	3	Robo4
11q24.2	11:124919205-124936047	HEPACAM, MLC2A, MLC2B	Hepatocyte cell adhesion molecule	611642	HEPACAM	220296	ENSG00000165478,ENST00000298251;;;ENST00000298251		Megalencephalic leukoencephalopathy with subcortical cysts 2A	613925	AR	3	Hepacam
11q24.2	11:124919205-124936047	HEPACAM, MLC2A, MLC2B	Hepatocyte cell adhesion molecule	611642	HEPACAM	220296	ENSG00000165478,ENST00000298251;;;ENST00000298251		Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without impaired intellectual development	613926	AD	3	Hepacam
11q24.2	11:125094389-125111626	TMEM218, JBTS39	Transmembrane protein 218	619285	TMEM218	219854	ENSG00000150433,ENST00000682305;;;ENST00000682305		Joubert syndrome 39	619562	AR	3	Tmem218
11q24.2	11:125591769-125623091	STT3A, ITM1, TMC, CDG1WAR, CDG1WAD	STT3A, subunit of the oligosaccharyltransferase complex (catalytic)	601134	STT3A	3703	ENSG00000134910,ENST00000392708;;;ENST00000392708		Congenital disorder of glycosylation, type Iw, autosomal dominant	619714	AD	3	Stt3a
11q24.2	11:125591769-125623091	STT3A, ITM1, TMC, CDG1WAR, CDG1WAD	STT3A, subunit of the oligosaccharyltransferase complex (catalytic)	601134	STT3A	3703	ENSG00000134910,ENST00000392708;;;ENST00000392708		Congenital disorder of glycosylation, type Iw, autosomal recessive	615596	AR	3	Stt3a
11q24.2	11:125625136-125681124	CHEK1, CHK1, OZEMA21	Checkpoint kinase 1	603078	CHEK1	1111	ENSG00000149554,ENST00000438015;;;ENST00000438015		Oocyte/zygote/embryo maturation arrest 21	620610	AD	3	Chek1
11q24.2	11:125883614-125900646	HYLS1, FLJ32915	HYLS1 centriolar and ciliogenesis-associated protein	610693	HYLS1	219844	ENSG00000198331,ENST00000425380;;;ENST00000425380		Hydrolethalus syndrome	236680	AR	3	Hyls1
11q24.2	11:125893485-125903206	PUS3, MRT55, NEDMIGS	Pseudouridylate synthase 3	616283	PUS3	83480	ENSG00000110060,ENST00000227474;;;ENST00000227474		Neurodevelopmental disorder with microcephaly and gray sclerae	617051	AR	3	Pus3
11q24.2	11:125956821-126063335	CDON, CDO, HPE11	Cell adhesion molecule-related/downregulated by oncogenes	608707	CDON	50937	ENSG00000064309,ENST00000531738;;;ENST00000531738		Holoprosencephaly 11	614226	AD	3	Cdon
11q24.2	11:126269154-126278126	FOXRED1, MC1DN19	FAD-dependent oxidoreductase domain-containing protein 1	613622	FOXRED1	55572	ENSG00000110074,ENST00000263578;;;ENST00000263578		Mitochondrial complex I deficiency, nuclear type 19	618241	AR	3	Foxred1
11q24.2	11:126283093-126294933	TIRAP, BACTS1	TIR domain-containing adaptor protein	606252	TIRAP	114609	ENSG00000150455,ENST00000392679;;;ENST00000392679		{Bacteremia, protection against}	614382		3	Tirap
11q24.2	11:126283093-126294933	TIRAP, BACTS1	TIR domain-containing adaptor protein	606252	TIRAP	114609	ENSG00000150455,ENST00000392679;;;ENST00000392679		{Malaria, protection against}	611162		3	Tirap
11q24.2	11:126283093-126294933	TIRAP, BACTS1	TIR domain-containing adaptor protein	606252	TIRAP	114609	ENSG00000150455,ENST00000392679;;;ENST00000392679		{Tuberculosis, protection against}	607948		3	Tirap
11q24.2	11:126304060-126350005	DCPS, HINT5, DCS1, ARS	Decapping enzyme, scavenger	610534	DCPS	28960	ENSG00000110063,ENST00000263579;;;ENST00000263579		Al-Raqad syndrome	616459	AR	3	Dcps
