Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
11q12.3	11:62624829-62646613	GANAB, PKD3	Neutral alpha-glucosidase AB	104160	GANAB	23193	ENSG00000089597,ENST00000356638;;;ENST00000356638		Polycystic kidney disease 3	600666	AD	3	Ganab
11q12.3	11:62671673-62673686	UQCC3, C11orf83, MC3DN9	Ubiquinol-cytochrome c reductase complex assembly factor 3	616097	UQCC3	790955	ENSG00000204922,ENST00000377953;;;ENST00000377953	mutation identified in 1 MC3DN9 patient	?Mitochondrial complex III deficiency, nuclear type 9	616111	AR	3	Uqcc3
11q12.3	11:62690262-62709537	BSCL2, SPG17, PELD, HMND13	Seipin	606158	BSCL2	26580	ENSG00000168000,ENST00000360796;;;ENST00000360796		Encephalopathy, progressive, with or without lipodystrophy	615924	AR	3	Bscl2
11q12.3	11:62690262-62709537	BSCL2, SPG17, PELD, HMND13	Seipin	606158	BSCL2	26580	ENSG00000168000,ENST00000360796;;;ENST00000360796		Lipodystrophy, congenital generalized, type 2	269700	AR	3	Bscl2
11q12.3	11:62690262-62709537	BSCL2, SPG17, PELD, HMND13	Seipin	606158	BSCL2	26580	ENSG00000168000,ENST00000360796;;;ENST00000360796		Neuronopathy, distal hereditary motor, autosomal dominant 13	619112	AD	3	Bscl2
11q12.3	11:62690262-62709537	BSCL2, SPG17, PELD, HMND13	Seipin	606158	BSCL2	26580	ENSG00000168000,ENST00000360796;;;ENST00000360796		Silver spastic paraplegia syndrome	270685	AD	3	Bscl2
11q12.3	11:62806860-62832051	STX5, STX5A, CDG2AA	Syntaxin 5	603189	STX5	6811	ENSG00000162236,ENST00000294179;;;ENST00000294179	mutation identified in 1 CDG2AA family	?Congenital disorder of glycosylation, type IIaa	620454	AR	3	Stx5a
11q12.3	11:62841619-62841809	RNU2-2, DEE119	RNA, U2 small nuclear 2	621238	RNU2-2	26855	ENSG00000222328,ENST00000410396		Developmental and epileptic encephalopathy 119	621304	AD	3	
11q12.3-q13.1	11:63574462-63616927	PLAAT3, PLA2G16, HRASLS3, HRSL3, HREV107, FPLD9	Phospholipase A and acyltransferase 3	613867	PLAAT3	11145	ENSG00000176485,ENST00000415826;;;ENST00000415826		Lipodystrophy, familial partial, type 9	620683	AR	3	Plaat3
11q13	11:63600001-77400000	HMNR3	Neuronopathy, distal hereditary motor, autosomal recessive 3	607088		246751		no mutations found in IGHMBP2	Neuronopathy, distal hereditary motor, autosomal recessive 3	607088	AR	2	
