Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
19q13.2	19:40593166-40629820	LTBP4, LTBP4S, LTBP4L, ARCL1C	Latent transforming growth factor-beta-binding protein 4	604710	LTBP4	8425	ENSG00000090006,ENST00000396819;;;ENST00000396819		Cutis laxa, autosomal recessive, type IC	613177	AR	3	Ltbp4
19q13.2	19:40691530-40716886	COQ8B, ADCK4, NPHS9	Coenzyme Q8B	615567	COQ8B	79934	ENSG00000123815,ENST00000324464;;;ENST00000324464		Nephrotic syndrome, type 9	615573	AR	3	Coq8b
19q13.2	19:40843541-40850447	CYP2A6, CYP2A3, CYP2A, P450C2A	Cytochrome P450, subfamily IIA, phenobarbital-inducible, polypeptide 6	122720	CYP2A6	1548	ENSG00000255974,ENST00000301141;;;ENST00000301141		{Lung cancer, resistance to}	211980	AD, SMu	3	Cyp2a12,Cyp2a22,Cyp2a4,Cyp2a5
19q13.2	19:40843541-40850447	CYP2A6, CYP2A3, CYP2A, P450C2A	Cytochrome P450, subfamily IIA, phenobarbital-inducible, polypeptide 6	122720	CYP2A6	1548	ENSG00000255974,ENST00000301141;;;ENST00000301141		{Nicotine addiction, protection from}	188890		3	Cyp2a12,Cyp2a22,Cyp2a4,Cyp2a5
19q13.2	19:40843541-40850447	CYP2A6, CYP2A3, CYP2A, P450C2A	Cytochrome P450, subfamily IIA, phenobarbital-inducible, polypeptide 6	122720	CYP2A6	1548	ENSG00000255974,ENST00000301141;;;ENST00000301141		Coumarin resistance	122700	AD	3	Cyp2a12,Cyp2a22,Cyp2a4,Cyp2a5
19q13.2	19:40991282-41018398	CYP2B6, CYP2B, EFVM	Cytochrome P450, family 2, subfamily B, polypeptide 6	123930	CYP2B6	1555	ENSG00000197408,ENST00000324071;;;ENST00000324071	same NotI fragment as CYP2A	{Efavirenz central nervous system toxicity, susceptibility to}	614546		3	Cyp2b10,Cyp2b13,Cyp2b19,Cyp2b23,Cyp2b9
19q13.2	19:40991282-41018398	CYP2B6, CYP2B, EFVM	Cytochrome P450, family 2, subfamily B, polypeptide 6	123930	CYP2B6	1555	ENSG00000197408,ENST00000324071;;;ENST00000324071	same NotI fragment as CYP2A	Efavirenz, poor metabolism of	614546		3	Cyp2b10,Cyp2b13,Cyp2b19,Cyp2b23,Cyp2b9
19q13.2	19:41330323-41353922	TGFB1, DPD1, CED, IBDIMDE	Transforming growth factor, beta-1	190180	TGFB1	7040	ENSG00000105329,ENST00000221930;;;ENST00000221930		{Cystic fibrosis lung disease, modifier of}	219700	AR	3	Tgfb1
19q13.2	19:41330323-41353922	TGFB1, DPD1, CED, IBDIMDE	Transforming growth factor, beta-1	190180	TGFB1	7040	ENSG00000105329,ENST00000221930;;;ENST00000221930		Camurati-Engelmann disease	131300	AD	3	Tgfb1
19q13.2	19:41330323-41353922	TGFB1, DPD1, CED, IBDIMDE	Transforming growth factor, beta-1	190180	TGFB1	7040	ENSG00000105329,ENST00000221930;;;ENST00000221930		Inflammatory bowel disease, immunodeficiency, and encephalopathy	618213	AR	3	Tgfb1
