Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
12q14.2	12:63558913-63668805	DPY19L2, SPGF9	DPY19-like 2	613893	DPY19L2	283417	ENSG00000177990,ENST00000324472;;;ENST00000324472	pseudogene on 7p14.3	Spermatogenic failure 9	613958	AR	3	Dpy19l2
12q14.2	12:63779909-63809562	RXYLT1, TMEM5, MDDGA10	Ribitol xylosyltransferase 1	605862	RXYLT1	10329	ENSG00000118600,ENST00000261234;;;ENST00000261234		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10	615041	AR	3	Rxylt1
12q14.2	12:63844700-64162217	SRGAP1, KIAA1304, NMTC2	Slit-robo GTPase-activating protein, rho, 1	606523	SRGAP1	57522	ENSG00000196935,ENST00000355086;;;ENST00000355086		{Thyroid cancer, nonmedullary, 2}	188470	AD, SMu	3	Srgap1
12q14.2	12:64186316-64222296	KICS2, C12orf66, MRT83	KICSTOR subunit 2	617420	KICS2	144577	ENSG00000174206,ENST00000398055;;;ENST00000398055		Intellectual developmental disorder, autosomal recessive 83	621100	AR	3	Kics2
12q14.2	12:64452120-64502114	TBK1, NAK, FTDALS4, IIAE8, AIARV	TANK-binding kinase 1	604834	TBK1	29110	ENSG00000183735,ENST00000331710;;;ENST00000331710		{Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 8}	617900	AD	3	Tbk1
12q14.2	12:64452120-64502114	TBK1, NAK, FTDALS4, IIAE8, AIARV	TANK-binding kinase 1	604834	TBK1	29110	ENSG00000183735,ENST00000331710;;;ENST00000331710		Autoinflammation with arthritis and vasculitis	620880	AR	3	Tbk1
12q14.2	12:64452120-64502114	TBK1, NAK, FTDALS4, IIAE8, AIARV	TANK-binding kinase 1	604834	TBK1	29110	ENSG00000183735,ENST00000331710;;;ENST00000331710		Frontotemporal dementia and/or amyotrophic lateral sclerosis 4	616439	AD	3	Tbk1
12q14.3	12:64700001-67300000	STQTL9	Stature quantitative trait locus 9	611547				associated with rs1042725	{Stature QTL 9}	611547		2	
12q14.3	12:64713449-64759406	GNS, G6S	N-acetylglucosamine-6-sulfatase	607664	GNS	2799	ENSG00000135677,ENST00000258145;;;ENST00000258145		Mucopolysaccharidosis type IIID	252940	AR	3	Gns
12q14.3	12:65169583-65248355	LEMD3, MAN1	LEM domain-containing 3	607844	LEMD3	23592	ENSG00000174106,ENST00000308330;;;ENST00000308330		Buschke-Ollendorff syndrome	166700	AD	3	Lemd3
12q14.3	12:65169583-65248355	LEMD3, MAN1	LEM domain-containing 3	607844	LEMD3	23592	ENSG00000174106,ENST00000308330;;;ENST00000308330		Osteopoikilosis with or without melorheostosis	166700	AD	3	Lemd3
12q14.3	12:65278683-65466907	MSRB3, DFNB74	Methionine sulfoxide reductase B3	613719	MSRB3	253827	ENSG00000174099,ENST00000308259;;;ENST00000308259		Deafness, autosomal recessive 74	613718	AR	3	Msrb3
12q14.3	12:65824460-65966291	HMGA2, HMGIC, BABL, SRS5	High-mobility group AT-hook 2	600698	HMGA2	8091	ENSG00000149948,ENST00000403681;;;ENST00000403681	fusion partners with RAD51B, ALDH2, COX6C, HEI10 in uterine leiomyomas	Silver-Russell syndrome 5	618908	AD	3	Hmga2
12q14.3	12:66189214-66254622	IRAK3, IRAKM, ASRT5	Interleukin 1 receptor-associated kinase 3	604459	IRAK3	11213	ENSG00000090376,ENST00000261233;;;ENST00000261233		{Asthma susceptibility 5}	611064		3	Irak3
12q14.3	12:66347431-67069338	GRIP1, FRASRS3	Glutamate receptor-interacting protein 1	604597	GRIP1	23426	ENSG00000155974,ENST00000359742;;;ENST00000359742		Fraser syndrome 3	617667	AR	3	Grip1
12q15	12:67300001-71100000	IBD26	Inflammatory bowel disease 26	612639		100271838		associated with rs1558744	{Inflammatory bowel disease 26}	612639		2	
12q15	12:68154768-68159740	IFNG, IFG, IFI, IMD69	Interferon, gamma	147570	IFNG	3458	ENSG00000111537,ENST00000229135;;;ENST00000229135	mutation identified in 1 IMD69 family	?Immunodeficiency 69, mycobacteriosis	618963	AR	3	Ifng
12q15	12:68154768-68159740	IFNG, IFG, IFI, IMD69	Interferon, gamma	147570	IFNG	3458	ENSG00000111537,ENST00000229135;;;ENST00000229135	mutation identified in 1 IMD69 family	{AIDS, rapid progression to}	609423		3	Ifng
12q15	12:68154768-68159740	IFNG, IFG, IFI, IMD69	Interferon, gamma	147570	IFNG	3458	ENSG00000111537,ENST00000229135;;;ENST00000229135	mutation identified in 1 IMD69 family	{Aplastic anemia}	609135		3	Ifng
12q15	12:68154768-68159740	IFNG, IFG, IFI, IMD69	Interferon, gamma	147570	IFNG	3458	ENSG00000111537,ENST00000229135;;;ENST00000229135	mutation identified in 1 IMD69 family	{Hepatitis C virus, response to therapy of}	609532		3	Ifng
12q15	12:68154768-68159740	IFNG, IFG, IFI, IMD69	Interferon, gamma	147570	IFNG	3458	ENSG00000111537,ENST00000229135;;;ENST00000229135	mutation identified in 1 IMD69 family	{TSC2 angiomyolipomas, renal, modifier of}	613254	AD	3	Ifng
12q15	12:68154768-68159740	IFNG, IFG, IFI, IMD69	Interferon, gamma	147570	IFNG	3458	ENSG00000111537,ENST00000229135;;;ENST00000229135	mutation identified in 1 IMD69 family	{Tuberculosis, protection against}	607948		3	Ifng
12q15	12:68610899-68671901	RAP1B, THC11	RAS-related protein RAP1B	179530	RAP1B	5908	ENSG00000127314,ENST00000250559;;;ENST00000250559		Thrombocytopenia 11 with multiple congenital anomalies and dysmorphic facies	620654	AD	3	Rap1b
12q15	12:68686978-68745809	NUP107, NUP84, NPHS11, ODG6, GAMOS7	Nucleoporin, 107kD	607617	NUP107	57122	ENSG00000111581,ENST00000229179;;;ENST00000229179	mutation identified in 1 ODG6 family	?Ovarian dysgenesis 6	618078	AR	3	Nup107
12q15	12:68686978-68745809	NUP107, NUP84, NPHS11, ODG6, GAMOS7	Nucleoporin, 107kD	607617	NUP107	57122	ENSG00000111581,ENST00000229179;;;ENST00000229179	mutation identified in 1 ODG6 family	Galloway-Mowat syndrome 7	618348	AR	3	Nup107
12q15	12:68686978-68745809	NUP107, NUP84, NPHS11, ODG6, GAMOS7	Nucleoporin, 107kD	607617	NUP107	57122	ENSG00000111581,ENST00000229179;;;ENST00000229179	mutation identified in 1 ODG6 family	Nephrotic syndrome, type 11	616730	AR	3	Nup107
12q15	12:68808172-68850686	MDM2, ACTFS, LSKB	MDM2 protooncogene	164785	MDM2	4193	ENSG00000135679,ENST00000258149;;;ENST00000258149	mutation identified in 1 LSKB patient	?Lessel-Kubisch syndrome	618681	AR	3	Mdm2
12q15	12:68808172-68850686	MDM2, ACTFS, LSKB	MDM2 protooncogene	164785	MDM2	4193	ENSG00000135679,ENST00000258149;;;ENST00000258149	mutation identified in 1 LSKB patient	{Accelerated tumor formation, susceptibility to}	614401	AD	3	Mdm2
12q15	12:69348381-69354234	LYZ, AMYLD5	Lysozyme	153450	LYZ	4069	ENSG00000090382,ENST00000261267;;;ENST00000261267		Amyloidosis, hereditary systemic 5	620658	AD	3	Lyz1,Lyz2,Lyz3
12q15	12:70243018-70354993	CNOT2, NOT2, IDNADFS	CCR4-NOT transcription complex, subunit 2	604909	CNOT2	4848	ENSG00000111596,ENST00000229195;;;ENST00000229195		Intellectual developmental disorder with nasal speech, dysmorphic facies, and variable skeletal anomalies	618608	AD	3	Cnot2
12q21-q23	12:71100001-108600000	DUH2	Dyschromatosis universalis hereditaria 2	612715		100301525		between rs1921045 and rs2373584	Dyschromatosis universalis hereditaria 2	612715		2	
12q21-q23	12:71100001-108600000	MYP3	Myopia, high grade, 3, autosomal dominant	603221		8782			Myopia-3	603221	AD	2	
12q21.1	12:71938845-72032440	TPH2, NTPH, ADHD7	Tryptophan hydroxylase 2	607478	TPH2	121278	ENSG00000139287,ENST00000333850;;;ENST00000333850	mutation identified in 1 ADHD7 family	{?Attention deficit-hyperactivity disorder, susceptibility to, 7}	613003		3	Tph2
12q21.1	12:71938845-72032440	TPH2, NTPH, ADHD7	Tryptophan hydroxylase 2	607478	TPH2	121278	ENSG00000139287,ENST00000333850;;;ENST00000333850	mutation identified in 1 ADHD7 family	{Unipolar depression, susceptibility to}	608516		3	Tph2
12q21.1	12:75040078-75209839	KCNC2, DEE103	Potassium voltage-gated channel, Shaw-related subfamily, member 2	176256	KCNC2	3747	ENSG00000166006,ENST00000549446;;;ENST00000549446	previously on 19q13.3-q13.4	Developmental and epileptic encephalopathy 103	619913	AD	3	Kcnc2
12q21.2	12:76344474-76348415	BBS10, C12orf58, FLJ23560	BBS10 gene	610148	BBS10	79738	ENSG00000179941,ENST00000650064;;;ENST00000650064		Bardet-Biedl syndrome 10	615987	AR	3	Bbs10
12q21.2	12:77571862-78213010	NAV3, POMFIl1, KIAA0938, NEDSFB	Neuron navigator 3	611629	NAV3	89795	ENSG00000067798,ENST00000397909;;;ENST00000397909		Neurodevelopmental disorder with poor or absent speech, dysmorphic facies, and behavioral abnormalities	621182	AR	3	Nav3
12q21.2	12:78863982-79452008	SYT1, BAGOS	Synaptotagmin-1	185605	SYT1	6857	ENSG00000067715,ENST00000261205;;;ENST00000261205		Baker-Gordon syndrome	618218	AD	3	Syt1
12q21.2-q21.31	12:79773563-79935460	PPP1R12A, MYPT1, GUBS	Protein phosphatase 1, regulatory subunit 12A (myosin phosphatase target subunit 1)	602021	PPP1R12A	4659	ENSG00000058272,ENST00000450142;;;ENST00000450142		Genitourinary and/or/brain malformation syndrome	618820	AD	3	Ppp1r12a
12q21.31	12:80099537-80380880	OTOGL, C12orf64, DFNB84B	Otogelin-like protein	614925	OTOGL	283310	ENSG00000165899,ENST00000547103;;;ENST00000547103		Deafness, autosomal recessive 84B	614944	AR	3	Otogl
