Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y, Autosomal)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
19p13.3	19:1-6900000	IS1, AIS	Adolescent idiopathic scoliosis	181800		260402			Scoliosis, idiopathic 1	181800	AD	2	
19p13	19:1-19900000	MGR5	Migraine with or without aura, susceptibility to, 5	607508		387576			{Migraine with or without aura, susceptibility to, 5}	607508	AD	2	
19p13	19:1-19900000	PPNAD4	Pigmented nodular adrenocortical disease, primary, 4	615830				duplication of 294kb to 2.7Mb on 19p13	Pigmented nodular adrenocortical disease, primary, 4	615830	AD	4	
19p13	19:1-19900000	PSORS6	Psoriasis susceptibility 6	605364		63869			{Psoriasis susceptibility 6}	605364		2	
19p13.3	19:571283-583493	BSG	Basigin (blood group OK)	109480	BSG	682	ENSG00000172270,ENST00000333511;;;ENST00000333511		[Blood group, OK]	111380		3	Bsg
19p13.3	19:589881-617159	HCN2, BCNG2, GEFSP11, FEB2, EIG17	Hyperpolarization-activated cyclic nucleotide-gated potassium channel 2	602781	HCN2	610	ENSG00000099822,ENST00000251287;;;ENST00000251287		{Epilepsy, idiopathic generalized, susceptibility to, 17}	602477	AD	3	Hcn2
19p13.3	19:589881-617159	HCN2, BCNG2, GEFSP11, FEB2, EIG17	Hyperpolarization-activated cyclic nucleotide-gated potassium channel 2	602781	HCN2	610	ENSG00000099822,ENST00000251287;;;ENST00000251287		Febrile seizures, familial, 2	602477	AD	3	Hcn2
19p13.3	19:589881-617159	HCN2, BCNG2, GEFSP11, FEB2, EIG17	Hyperpolarization-activated cyclic nucleotide-gated potassium channel 2	602781	HCN2	610	ENSG00000099822,ENST00000251287;;;ENST00000251287		Generalized epilepsy with febrile seizures plus, type 11	602477	AD	3	Hcn2
19p13.3	19:617221-633537	POLRMT, APOLMT, COXPD55	Polymerase (RNA) mitochondrial (DNA directed)	601778	POLRMT	5442	ENSG00000099821,ENST00000588649;;;ENST00000588649		Combined oxidative phosphorylation deficiency 55	619743	AD, AR	3	Polrmt
19p13.3	19:852303-856243	ELANE, ELA2, SCN1	Elastase, neutrophil-expressed	130130	ELANE	1991	ENSG00000197561,ENST00000263621;;;ENST00000263621		Neutropenia, cyclic	162800	AD	3	Elane
19p13.3	19:852303-856243	ELANE, ELA2, SCN1	Elastase, neutrophil-expressed	130130	ELANE	1991	ENSG00000197561,ENST00000263621;;;ENST00000263621		Neutropenia, severe congenital 1, autosomal dominant	202700	AD	3	Elane
19p13.3	19:859664-863641	CFD, ADN	Complement factor D	134350	CFD	1675	ENSG00000197766,ENST00000327726;;;ENST00000327726		Complement factor D deficiency	613912	AR	3	Cfd
19p13.3	19:867963-893187	MED16, THRAP5, DRIP92, TRAP95, GGNS	Mediator complex subunit 16	604062	MED16	10025	ENSG00000175221,ENST00000325464;;;ENST00000325464		Guillouet-Gordon syndrome	621220	AR	3	Med16
19p13.3	19:917333-921005	KISS1R, GPR54, HH8, CPPB1	KISS1 receptor	604161	KISS1R	84634	ENSG00000116014,ENST00000234371;;;ENST00000234371	mutation identified in 1 CPPB1 patient	?Precocious puberty, central, 1	176400	AD	3	Kiss1r
19p13.3	19:917333-921005	KISS1R, GPR54, HH8, CPPB1	KISS1 receptor	604161	KISS1R	84634	ENSG00000116014,ENST00000234371;;;ENST00000234371	mutation identified in 1 CPPB1 patient	Hypogonadotropic hypogonadism 8 with or without anosmia	614837	AR	3	Kiss1r
19p13.3	19:1040107-1065572	ABCA7, ABCX, AD9	ATP-binding cassette, subfamily A, member 7	605414	ABCA7	10347	ENSG00000064687,ENST00000263094;;;ENST00000263094		{Alzheimer disease 9, susceptibility to}	608907	AD	3	Abca7
19p13.3	19:1103994-1106779	GPX4, SMDS	Glutathione peroxidase-4 (phospholipid hydroperoxidase)	138322	GPX4	2879	ENSG00000167468,ENST00000354171;;;ENST00000354171		Spondylometaphyseal dysplasia, Sedaghatian type	250220	AR	3	Gpx4
19p13.3	19:1205778-1228431	STK11, PJS, LKB1	Serine/threonine protein kinase-11	602216	STK11	6794	ENSG00000118046,ENST00000326873;;;ENST00000326873		Melanoma, malignant, somatic	155600		3	Stk11
