Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
4p16.3	4:499210-540200	PIGG, GPI7, NEDHSCA, EMM	Phosphatidylinositol glycan anchor biosynthesis class G protein	616918	PIGG	54872	ENSG00000174227,ENST00000453061;;;ENST00000453061		[Blood group, EMM system]	619812	AR	3	Pigg
4p16.3	4:499210-540200	PIGG, GPI7, NEDHSCA, EMM	Phosphatidylinositol glycan anchor biosynthesis class G protein	616918	PIGG	54872	ENSG00000174227,ENST00000453061;;;ENST00000453061		Neurodevelopmental disorder with or without hypotonia, seizures, and cerebellar atrophy	616917	AR	3	Pigg
4p16.3	4:625573-670782	PDE6B, PDEB, RP40, CSNBAD2	Phosphodiesterase 6B	180072	PDE6B	5158	ENSG00000133256,ENST00000496514;;;ENST00000496514		Night blindness, congenital stationary, autosomal dominant 2	163500	AD	3	Pde6b
4p16.3	4:625573-670782	PDE6B, PDEB, RP40, CSNBAD2	Phosphodiesterase 6B	180072	PDE6B	5158	ENSG00000133256,ENST00000496514;;;ENST00000496514		Retinitis pigmentosa-40	613801	AR	3	Pde6b
4p16.3	4:784957-826129	CPLX1, CPX1, DEE63	Complexin 1	605032	CPLX1	10815	ENSG00000168993,ENST00000304062;;;ENST00000304062		Developmental and epileptic encephalopathy 63	617976	AR	3	Cplx1
4p16.3	4:978991-993404	SLC26A1, SAT1, CAON1, HYSULF	Solute carrier family 26 (sulfate transporter), member 1	610130	SLC26A1	10861	ENSG00000145217,ENST00000398516;;;ENST00000398516	mutation identified in 1 CAON1 patient and 1 HYSULF patient	?Hypersulfaturia	620372	AR	3	Slc26a1
4p16.3	4:978991-993404	SLC26A1, SAT1, CAON1, HYSULF	Solute carrier family 26 (sulfate transporter), member 1	610130	SLC26A1	10861	ENSG00000145217,ENST00000398516;;;ENST00000398516	mutation identified in 1 CAON1 patient and 1 HYSULF patient	?Nephrolithiasis, calcium oxalate, 1	167030	AR	3	Slc26a1
4p16.3	4:986997-1004564	IDUA, IDA	Iduronidase, alpha-L-	252800	IDUA	3425	ENSG00000127415,ENST00000514224;;;ENST00000514224		Mucopolysaccharidosis Ih	607014	AR	3	Idua
4p16.3	4:986997-1004564	IDUA, IDA	Iduronidase, alpha-L-	252800	IDUA	3425	ENSG00000127415,ENST00000514224;;;ENST00000514224		Mucopolysaccharidosis Ih/s	607015	AR	3	Idua
4p16.3	4:986997-1004564	IDUA, IDA	Iduronidase, alpha-L-	252800	IDUA	3425	ENSG00000127415,ENST00000514224;;;ENST00000514224		Mucopolysaccharidosis Is	607016	AR	3	Idua
4p16.3	4:1056251-1113710	RNF212, ZHP3, SPGF62	RING finger protein 212	612041	RNF212	285498	ENSG00000178222,ENST00000433731;;;ENST00000433731	mutation identified in 1 SPGF62 family	?Spermatogenic failure 62	619673	AR	3	Rnf212
4p16.3	4:1056251-1113710	RNF212, ZHP3, SPGF62	RING finger protein 212	612041	RNF212	285498	ENSG00000178222,ENST00000433731;;;ENST00000433731	mutation identified in 1 SPGF62 family	Recombination rate QTL 1	612042		3	Rnf212
4p16.3	4:1211445-1250355	CTBP1, HADDTS	C-terminal binding protein 1	602618	CTBP1	1487	ENSG00000159692,ENST00000382952;;;ENST00000382952		Hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome	617915	AD	3	Ctbp1
4p16.3	4:1342011-1395989	UVSSA, KIAA1530, UVSS3	UV-stimulated scaffold protein A	614632	UVSSA	57654	ENSG00000163945,ENST00000389851;;;ENST00000389851		UV-sensitive syndrome 3	614640	AR	3	Uvssa
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Achondroplasia	100800	AD	3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Bladder cancer, somatic	109800		3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		CATSHL syndrome	610474	AD, AR	3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Cervical cancer, somatic	603956		3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Colorectal cancer, somatic	114500		3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Crouzon syndrome with acanthosis nigricans	612247	AD	3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Hypochondroplasia	146000	AD	3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		LADD syndrome 2	620192	AD	3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Muenke syndrome	602849	AD	3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Nevus, epidermal, somatic	162900		3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		SADDAN	616482	AD	3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Spermatocytic seminoma, somatic	273300		3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Thanatophoric dysplasia, type I	187600	AD	3	Fgfr3
4p16.3	4:1793293-1808867	FGFR3, ACH	Fibroblast growth factor receptor-3	134934	FGFR3	2261	ENSG00000068078,ENST00000440486;;;ENST00000440486		Thanatophoric dysplasia, type II	187601	AD	3	Fgfr3
4p16.3	4:1811479-1856156	LETM1, CONDMIM	Leucine zipper/EF-hand-containing transmembrane protein 1	604407	LETM1	3954	ENSG00000168924,ENST00000302787;;;ENST00000302787		Neurodegeneration, childhood-onset, with multisystem involvement due to mitochondrial dysfunction	620089	AR	3	Letm1
4p16.3	4:1871393-1982192	NSD2, WHSC1, MMSET, RAUST	Nuclear receptor-binding SET domain protein 2	602952	NSD2	7468	ENSG00000109685,ENST00000508803;;;ENST00000508803		Rauch-Steindl syndrome	619695	AD	3	Nsd2
4p16.3	4:2059327-2069089	NAT8L, CML3, NACED	N-acetyltransferase 8-like	610647	NAT8L	339983	ENSG00000185818,ENST00000423729;;;ENST00000423729	mutation identified in 1 patient	?N-acetylaspartate deficiency	614063	AR	3	Nat8l
4p16.3	4:2793085-2841096	SH3BP2, CRPM	SH3-domain binding protein 2	602104	SH3BP2	6452	ENSG00000087266,ENST00000503393;;;ENST00000503393		Cherubism	118400	AD	3	Sh3bp2
4p16.3	4:2843844-2930062	ADD1	Adducin-1, alpha	102680	ADD1	118	ENSG00000087274,ENST00000683351;;;ENST00000683351		{Hypertension, essential, salt-sensitive}	145500	Mu	3	Add1
4p16.3	4:3074681-3243960	HTT, HD, IT15, LOMARS	Huntingtin	613004	HTT	3064	ENSG00000197386,ENST00000355072;;;ENST00000355072	distal to D4S10	Huntington disease	143100	AD	3	Htt
4p16.3	4:3074681-3243960	HTT, HD, IT15, LOMARS	Huntingtin	613004	HTT	3064	ENSG00000197386,ENST00000355072;;;ENST00000355072	distal to D4S10	Lopes-Maciel-Rodan syndrome	617435	AR	3	Htt
4p16.3	4:3463306-3501482	DOK7, C4orf25, CMS10, FADS3	Downstream of tyrosine kinase 7	610285	DOK7	285489	ENSG00000175920,ENST00000340083;;;ENST00000340083	mutation identified in 1 FADS3 family	Fetal akinesia deformation sequence 3	618389	AR	3	Dok7
4p16.3	4:3463306-3501482	DOK7, C4orf25, CMS10, FADS3	Downstream of tyrosine kinase 7	610285	DOK7	285489	ENSG00000175920,ENST00000340083;;;ENST00000340083	mutation identified in 1 FADS3 family	Myasthenic syndrome, congenital, 10	254300	AR	3	Dok7
4p16.3	4:3503612-3532422	LRPAP1, A2MRAP, MYP23	Low density lipoprotein-related protein-associated protein 1 (alpha-2-macroglobulin receptor-associated protein 1)	104225	LRPAP1	4043	ENSG00000163956,ENST00000650182;;;ENST00000650182		Myopia 23, autosomal recessive	615431	AR	3	Lrpap1
