Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
14q32	14:89300001-107043718	KAOGS	Kagami-Ogata syndrome	608149				uniparental isodisomy of imprinted region of chromosome 14	Kagami-Ogata syndrome	608149	AD	4	
14q32	14:89300001-107043718	MCOP1	Microphthalmia, isolated 1	251600		8113			Microphthalmia, isolated 1	251600	AR	2	
14q32	14:89300001-107043718	TEMPS	Temple syndrome (maternal uniparental disomy chromosome 14)	616222					Temple syndrome	616222	AD	4	
14q32.11	14:89954968-90044764	TDP1, SCAN1	Tyrosyl-DNA phosphodiesterase 1	607198	TDP1	55775	ENSG00000042088,ENST00000335725;;;ENST00000335725	mutation identified in 1 SCAN1 family	?Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1	607250	AR	3	Tdp1
14q32.11	14:90256553-90275429	PSMC1, S4, NEDGTH	Proteasome 26S subunit, ATPase, 1	602706	PSMC1	5700	ENSG00000100764,ENST00000261303;;;ENST00000261303	mutation identified in 1 NEDGTH family	?Birk-Aharoni syndrome	620071	AR	3	Psmc1
14q32.11	14:90396502-90408268	CALM1, PHKD, CPVT4, LQT14	Calmodulin-1 (phosphorylase kinase, delta)	114180	CALM1	801	ENSG00000198668,ENST00000356978;;;ENST00000356978		Long QT syndrome 14	616247	AD	3	Calm1
14q32.11	14:90396502-90408268	CALM1, PHKD, CPVT4, LQT14	Calmodulin-1 (phosphorylase kinase, delta)	114180	CALM1	801	ENSG00000198668,ENST00000356978;;;ENST00000356978		Ventricular tachycardia, catecholaminergic polymorphic, 4	614916	AD	3	Calm1
14q32.11	14:91232532-91270790	GPR68, OGR1, AI2A6	G protein-coupled receptor 68	601404	GPR68	8111	ENSG00000119714,ENST00000650645;;;ENST00000650645		Amelogenesis imperfecta, hypomaturation type, IIA6	617217	AR	3	Gpr68
14q32.11-q32.12	14:91271323-91417820	CCDC88C, HKRP2, DAPLE, KIAA1509, HYC1, SCA40	Coiled-coil domain-containing protein 88C	611204	CCDC88C	440193	ENSG00000015133,ENST00000389857;;;ENST00000389857	mutation identified in 1 SCA40 family	?Spinocerebellar ataxia 40	616053	AD	3	Ccdc88c
14q32.11-q32.12	14:91271323-91417820	CCDC88C, HKRP2, DAPLE, KIAA1509, HYC1, SCA40	Coiled-coil domain-containing protein 88C	611204	CCDC88C	440193	ENSG00000015133,ENST00000389857;;;ENST00000389857	mutation identified in 1 SCA40 family	Hydrocephalus, congenital, 1	236600	AR	3	Ccdc88c
14q32.12	14:91869411-91947694	FBLN5, ARMD3, ADCL2, ARCL1A, CMT1H	Fibulin 5	604580	FBLN5	10516	ENSG00000140092,ENST00000342058;;;ENST00000342058	mutation identified in 1 ADCL2 patient	?Cutis laxa, autosomal dominant 2	614434	AD	3	Fbln5
14q32.12	14:91869411-91947694	FBLN5, ARMD3, ADCL2, ARCL1A, CMT1H	Fibulin 5	604580	FBLN5	10516	ENSG00000140092,ENST00000342058;;;ENST00000342058	mutation identified in 1 ADCL2 patient	Charcot-Marie-Tooth disease, demyelinating, type 1H	619764	AD	3	Fbln5
14q32.12	14:91869411-91947694	FBLN5, ARMD3, ADCL2, ARCL1A, CMT1H	Fibulin 5	604580	FBLN5	10516	ENSG00000140092,ENST00000342058;;;ENST00000342058	mutation identified in 1 ADCL2 patient	Cutis laxa, autosomal recessive, type IA	219100	AR	3	Fbln5
14q32.12	14:91869411-91947694	FBLN5, ARMD3, ADCL2, ARCL1A, CMT1H	Fibulin 5	604580	FBLN5	10516	ENSG00000140092,ENST00000342058;;;ENST00000342058	mutation identified in 1 ADCL2 patient	Macular degeneration, age-related, 3	608895	AD	3	Fbln5
14q32.12	14:91965991-92040059	TRIP11, TRIP230, CEV14, ACG1A, ODCD1	Thyroid hormone receptor interactor 11	604505	TRIP11	9321	ENSG00000100815,ENST00000267622;;;ENST00000267622		Achondrogenesis, type IA	200600	AR	3	Trip11
14q32.12	14:91965991-92040059	TRIP11, TRIP230, CEV14, ACG1A, ODCD1	Thyroid hormone receptor interactor 11	604505	TRIP11	9321	ENSG00000100815,ENST00000267622;;;ENST00000267622		Odontochondrodysplasia 1	184260	AR	3	Trip11
14q32.12	14:92044775-92106582	ATXN3, MJD, SCA3	Ataxin-3 (josephin)	607047	ATXN3	4287	ENSG00000066427,ENST00000644486;;;ENST00000644486		{Parkinson disease, late-onset, susceptibility to}	168600	AD, Mu	3	Atxn3
14q32.12	14:92044775-92106582	ATXN3, MJD, SCA3	Ataxin-3 (josephin)	607047	ATXN3	4287	ENSG00000066427,ENST00000644486;;;ENST00000644486		Machado-Joseph disease	109150	AD	3	Atxn3
14q32.12	14:92322581-92501481	SLC24A4, NCKX4, SHEP6, AI2A5	Solute carrier family 24 (sodium/potassium/calcium exchanger), member 4	609840	SLC24A4	123041	ENSG00000140090,ENST00000532405;;;ENST00000532405		[Skin/hair/eye pigmentation 6, blond/brown hair]	210750	AR	3	Slc24a4
14q32.12	14:92322581-92501481	SLC24A4, NCKX4, SHEP6, AI2A5	Solute carrier family 24 (sodium/potassium/calcium exchanger), member 4	609840	SLC24A4	123041	ENSG00000140090,ENST00000532405;;;ENST00000532405		[Skin/hair/eye pigmentation 6, blue/green eyes]	210750	AR	3	Slc24a4
14q32.12	14:92322581-92501481	SLC24A4, NCKX4, SHEP6, AI2A5	Solute carrier family 24 (sodium/potassium/calcium exchanger), member 4	609840	SLC24A4	123041	ENSG00000140090,ENST00000532405;;;ENST00000532405		Amelogenesis imperfecta, type IIA5	615887	AR	3	Slc24a4
14q32.12	14:93184974-93188463	LYSET, TMEM251, C14orf109, DMAN	Lysosomal enzyme trafficking factor	619332	LYSET	26175	ENSG00000153485,ENST00000415050;;;ENST00000415050		Dysostosis multiplex, Ain-Naz type	619345	AR	3	Lyset
14q32.12	14:93202894-93207065	GON7, C14orf142	GON7 subunit of KEOPS complex	617436	GON7	84520	ENSG00000170270,ENST00000306954;;;ENST00000306954		Galloway-Mowat syndrome 9	619603	AR	3	Gon7
14q32.12	14:93207256-93229215	UBR7, LICAS	Ubiquitin protein ligase E3 component N-recognin 7	613816	UBR7	55148	ENSG00000012963,ENST00000013070;;;ENST00000013070		Li-Campeau syndrome	619189	AR	3	Ubr7
