Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
10p15.3	10:46455-76621	TUBB8, OZEMA2	Tubulin, beta 8	616768	TUBB8	347688	ENSG00000261456,ENST00000568584;;;ENST00000568584		Oocyte/zygote/embryo maturation arrest 2	616780	AD, AR	3	
10p15.3	10:130088-254637	ZMYND11, BS69, BRAM1, MRD30	Zinc finger MYND domain-containing protein 11	608668	ZMYND11	10771	ENSG00000015171,ENST00000381604;;;ENST00000381604		Intellectual developmental disorder, autosomal dominant 30	616083	AD	3	Zmynd11
10p15.3	10:1056385-1132372	WDR37, NOCGUS	WD repeat-containing protein 37	618586	WDR37	22884	ENSG00000047056,ENST00000263150;;;ENST00000263150		Neurooculocardiogenitourinary syndrome	618652	AD	3	Wdr37
10p15.2	10:3137727-3172841	PITRM1, MP1, PREP, SCAR30	Pitrilysin metallopeptidase 1	618211	PITRM1	10531	ENSG00000107959,ENST00000224949;;;ENST00000224949		Spinocerebellar ataxia, autosomal recessive 30	619405	AR	3	Pitrm1
10p15.2	10:3775996-3785209	KLF6, COPEB, BCD1, ZF9	Kruppel-like factor-6	602053	KLF6	1316	ENSG00000067082,ENST00000497571;;;ENST00000497571		Gastric cancer, somatic	613659		3	Klf6
10p15.2	10:3775996-3785209	KLF6, COPEB, BCD1, ZF9	Kruppel-like factor-6	602053	KLF6	1316	ENSG00000067082,ENST00000497571;;;ENST00000497571		Prostate cancer, somatic	176807		3	Klf6
10p15.1	10:3800001-6600000	MS2	Multiple sclerosis, susceptibility to, 2	612594		100271694		associated with rs12722489 and rs2104286	{Multiple sclerosis, susceptibility to, 2}	612594		2	
10p15.1	10:4987775-5018000	AKR1C2, DDH2, DD2, HAKRD, SRXY8	Aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase, type II)	600450	AKR1C2	1646	ENSG00000151632,ENST00000380753;;;ENST00000380753		46XY sex reversal 8	614279	AR	3	Akr1c12,Akr1c13,Akr1c14,Akr1c18,Akr1c19,Akr1c20,Akr1c21,Akr1c6,Akr1cl
10p15.1	10:5196837-5218949	AKR1C4, CHDR, CDR, HAKRA, DD4	Aldo-keto reductase family 1, member C4 (chlordecone reductase)	600451	AKR1C4	1109	ENSG00000198610,ENST00000263126;;;ENST00000263126		{46XY sex reversal 8, modifier of}	614279	AR	3	Akr1c12,Akr1c13,Akr1c14,Akr1c18,Akr1c19,Akr1c20,Akr1c21,Akr1c6,Akr1cl
10p15.1	10:6010689-6062367	IL2RA, CD25, IL2R, IDDM10, IMD41	Interleukin-2 receptor, alpha	147730	IL2RA	3559	ENSG00000134460,ENST00000379959;;;ENST00000379959		{Diabetes, mellitus, insulin-dependent, susceptibility to, 10}	601942		3	Il2ra
