Gene Map Search - '(Search in: Entries with: Phenotype, Chromosomes: Autosomal, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	November 7th, 2025
Copyright (c) 1966-2025 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
13q21.2	13:59665583-60163928	DIAPH3, DIA2, DRF3, AUNA1, NSDAN	Diaphanous-related formin 3	614567	DIAPH3	81624	ENSG00000139734,ENST00000400324;;;ENST00000400324		Auditory neuropathy, autosomal dominant 1	609129	AD	3	Diaph3
13q21.33	13:70107421-70171738	ATXN8OS, SCA8, KLHL1AS	Ataxin 8 opposite strand	603680	ATXN8OS	6315	ENSG00000230223,ENST00000424524;;;ENST00000424524	due to CTG repeat in untranslated DNA	{Parkinson disease, susceptibility to}	168600	AD, Mu	3	
13q21.33	13:70107421-70171738	ATXN8OS, SCA8, KLHL1AS	Ataxin 8 opposite strand	603680	ATXN8OS	6315	ENSG00000230223,ENST00000424524;;;ENST00000424524	due to CTG repeat in untranslated DNA	Spinocerebellar ataxia 8	608768	AD	3	
13q21.33-q22.1	13:72782133-73016461	PIBF1, JBTS33	Progesterone-induced blocking factor 1	607532	PIBF1	10464	ENSG00000083535,ENST00000326291;;;ENST00000326291		Joubert syndrome 33	617767	AR	3	Pibf1
13q22	13:72800001-78500000	DDH1	Developmental dysplasia of the hip 1	142700		780896			Developmental dysplasia of the hip 1	142700	Mu	2	
13q22-q32	13:72800001-101100000	PAND1	Panic disorder syndrome 1	167870		387572			Panic disorder syndrome 1	167870	?AD	2	
13q22.2	13:75283503-75482169	TBC1D4, AS160, KIAA0603, NIDDM5	TPC1 domain family, member 4	612465	TBC1D4	9882	ENSG00000136111,ENST00000377636;;;ENST00000377636		{Diabetes mellitus, noninsulin-dependent, 5}	616087		3	Tbc1d4
13q22.3	13:76992081-77005117	CLN5	CLN5 intracellular trafficking protein	608102	CLN5	1203	ENSG00000102805,ENST00000377453;;;ENST00000377453		Ceroid lipofuscinosis, neuronal, 5	256731	AR	3	Cln5
13q22.3	13:77005260-77027159	FBXL3, FBXL3A, FBL3, IDDSFAS	F-box and leucine-rich repeat protein 3	605653	FBXL3	26224	ENSG00000005812,ENST00000355619;;;ENST00000355619		Intellectual developmental disorder with short stature, facial anomalies, and speech defects	606220	AR	3	Fbxl3
13q22.3	13:77895487-77975527	EDNRB, HSCR2, ABCDS, WS4A	Endothelin receptor type B	131244	EDNRB	1910	ENSG00000136160,ENST00000646607;;;ENST00000646607	mutation identified in 1 ABCD family	?ABCD syndrome	600501	AR	3	Ednrb
13q22.3	13:77895487-77975527	EDNRB, HSCR2, ABCDS, WS4A	Endothelin receptor type B	131244	EDNRB	1910	ENSG00000136160,ENST00000646607;;;ENST00000646607	mutation identified in 1 ABCD family	{Hirschsprung disease, susceptibility to, 2}	600155	AD	3	Ednrb
13q22.3	13:77895487-77975527	EDNRB, HSCR2, ABCDS, WS4A	Endothelin receptor type B	131244	EDNRB	1910	ENSG00000136160,ENST00000646607;;;ENST00000646607	mutation identified in 1 ABCD family	Waardenburg syndrome, type 4A	277580	AD, AR	3	Ednrb
13q31.1	13:78598362-78603552	POU4F1, BRN3A, ATITHS	POU domain, class 4, transcription factor 1	601632	POU4F1	5457	ENSG00000152192,ENST00000377208;;;ENST00000377208		Ataxia, intention tremor, and hypotonia syndrome, childhood-onset	619352	AD	3	Pou4f1
13q31.1	13:80335976-80341126	SPRY2, IGAN3	Sprouty RTK signaling antagonist 2	602466	SPRY2	10253	ENSG00000136158,ENST00000377104;;;ENST00000377104	mutation identified in 1 IGAN3 family	{?IgA nephropathy, susceptibility to, 3}	616818	AD	3	Spry2
13q31.1	13:83877205-83882474	SLITRK1, KIAA1910, TTM	SLIT- and NTRK-like family, member 1	609678	SLITRK1	114798	ENSG00000178235,ENST00000674365;;;ENST00000674365	mutation identified in 1 TTM patient	?Trichotillomania	613229	AD, Mu	3	Slitrk1
13q31.1	13:83877205-83882474	SLITRK1, KIAA1910, TTM	SLIT- and NTRK-like family, member 1	609678	SLITRK1	114798	ENSG00000178235,ENST00000674365;;;ENST00000674365	mutation identified in 1 TTM patient	Tourette syndrome	137580	AD	3	Slitrk1
13q31.1	13:85792790-85799419	SLITRK6, DFNMYP	SLIT- and NTRK-like family, member 6	609681	SLITRK6	84189	ENSG00000184564,ENST00000647374;;;ENST00000647374		Deafness and myopia	221200	AR	3	Slitrk6
13q31.3	13:89400001-94400000	FGLDS2	Feingold syndrome 2	614326				contiguous gene deletion syndrome	Feingold syndrome 2	614326	AD	4	
13q31.3	13:89400001-94400000	PPR2	Photoparoxysmal response 2	609572		780910		max lod at D13S1230	Photoparoxysmal response 2	609572		2	
13q31.3-q32.1	13:93216529-94408020	GPC6, OMIMD1	Glypican 6	604404	GPC6	10082	ENSG00000183098,ENST00000377047;;;ENST00000377047		Omodysplasia 1	258315	AR	3	Gpc6
13q32	13:94400001-101100000	KTCN7	Keratoconus 7	614629		100887822		max lod at D13S159	Keratoconus 7	614629	AD	2	
13q32	13:94400001-101100000	MCOR, C13DELq32, DEL13q32	Microcoria, congenital (chromosome 13q32 deletion syndrome)	156600				35-80kb deletion encompassing TGDS and GPR180	Microcoria, congenital	156600	AD	4	
13q32	13:94400001-101100000	SCZD7	Schizophrenia susceptibility locus, chromosome 13q-related	603176		8401			{Schizophrenia}	181500	AD	2	
13q32	13:94400001-101100000	SLEB5	Systemic lupus erythematosus, susceptibility to, 5	609903		100188798		max lod at D13S892	{Systemic lupus erythematosus, susceptibility to, 5}	609903	AD	2	
13q32-q33	13:94400001-109600000	STQTL4	Stature quantitative trait locus 4	606258		282550		max lod at D13S779 and D13S797	{Stature QTL 4}	606258		2	
13q32.1	13:94436811-94549406	DCT, TYRP2, OCA8	Dopachrome tautomerase (dopachrome delta-isomerase; tyrosinase-related protein 2)	191275	DCT	1638	ENSG00000080166,ENST00000377028;;;ENST00000377028		Oculocutaneous albinism, type VIII	619165	AR	3	Dct
13q32.1	13:94574054-94596273	TGDS, SDR2E1, CATMANS	TDP-glucose 4,6-dehydratase	616146	TGDS	23483	ENSG00000088451,ENST00000261296;;;ENST00000261296		Catel-Manzke syndrome	616145	AR	3	Tgds
13q32.1	13:95433755-95579759	CLDN10, OSPL, CPETRL3, HELIX	Claudin 10	617579	CLDN10	9071	ENSG00000134873,ENST00000299339;;;ENST00000299339		HELIX syndrome	617671	AR	3	Cldn10
13q32.1	13:95578202-95644706	DZIP1, KIAA0996, SPGF47, MVP3	DAZ-interacting zinc finger protein 1	608671	DZIP1	22873	ENSG00000134874,ENST00000376829;;;ENST00000376829	mutation identified in 1 MVP3 family	?Mitral valve prolapse 3	610840	AD	3	Dzip1
13q32.1	13:95578202-95644706	DZIP1, KIAA0996, SPGF47, MVP3	DAZ-interacting zinc finger protein 1	608671	DZIP1	22873	ENSG00000134874,ENST00000376829;;;ENST00000376829	mutation identified in 1 MVP3 family	Spermatogenic failure 47	619102	AR	3	Dzip1
13q32.1	13:95677139-95794988	DNAJC3, PRKRI, P58, ACPHD	DnaJ, E. coli, homolog of, subfamily C, member 3 (protein kinase inhibitor p58)	601184	DNAJC3	5611	ENSG00000102580,ENST00000602402;;;ENST00000602402	mutation identified in 1 ACPHD family	Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus	616192	AR	3	Dnajc3
13q32.1	13:96985713-96994730	OXGR1, GPR80, CAON2	Oxoglutarate receptor 1	606922	OXGR1	27199	ENSG00000165621,ENST00000541038;;;ENST00000541038		Nephrolithiasis, calcium oxalate, 2, with nephrocalcinosis	620374	AD	3	Oxgr1
13q32.3	13:99981784-99986765	ZIC2, HPE5	ZIC family, member 2	603073	ZIC2	7546	ENSG00000043355,ENST00000376335;;;ENST00000376335		Holoprosencephaly 5	609637	AD	3	Zic2
13q32.3	13:100089093-100530435	PCCA	Propionyl Coenzyme A carboxylase, alpha polypeptide	232000	PCCA	5095	ENSG00000175198,ENST00000376285;;;ENST00000376285		Propionicacidemia	606054	AR	3	Pcca
13q32.3	13:100603625-100675075	TMTC4, DFNB122	Transmembrane and tetratricopeptide repeat domains-containing protein 4	618203	TMTC4	84899	ENSG00000125247,ENST00000342624;;;ENST00000342624	mutation identified in 1 DFNB122 family	?Deafness, autosomal recessive 122	620714	AR	3	Tmtc4
13q32.3-q33.1	13:101053776-101417179	NALCN, IHPRF1, CLIFAHDD	Sodium leak channel, nonselective	611549	NALCN	259232	ENSG00000102452,ENST00000251127;;;ENST00000251127		Congenital contractures of the limbs and face, hypotonia, and developmental delay	616266	AD	3	Nalcn
13q32.3-q33.1	13:101053776-101417179	NALCN, IHPRF1, CLIFAHDD	Sodium leak channel, nonselective	611549	NALCN	259232	ENSG00000102452,ENST00000251127;;;ENST00000251127		Hypotonia, infantile, with psychomotor retardation and characteristic facies 1	615419	AR	3	Nalcn
13q33-q34	13:101100001-114364328	DEL13q33q34, C13DELq33q34	Chromosome 13q33-q34 deletion syndrome	619148					Chromosome 13q33-q34 deletion syndrome	619148	AD	4	
13q33.1-q34	13:101100001-114364328	OFC9	Orofacial cleft 9	610361		100462724		associated with rs1830756	Orofacial cleft 9	610361	AD	2	
13q33.1	13:101710804-102402443	FGF14, FHF4, SCA27A, SCA27B	Fibroblast growth factor-14	601515	FGF14	2259	ENSG00000102466,ENST00000376143;;;ENST00000376143		Spinocerebellar ataxia 27A	193003	AD	3	Fgf14
13q33.1	13:101710804-102402443	FGF14, FHF4, SCA27A, SCA27B	Fibroblast growth factor-14	601515	FGF14	2259	ENSG00000102466,ENST00000376143;;;ENST00000376143		Spinocerebellar ataxia 27B, late-onset	620174	AD	3	Fgf14
13q33.1	13:102596986-102679958	TPP2, IMD78	Tripeptidyl peptidase II	190470	TPP2	7174	ENSG00000134900,ENST00000376052;;;ENST00000376052		Immunodeficiency 78 with autoimmunity and developmental delay	619220	AR	3	Tpp2
